competitor_id,region_id,brand_name,showroom_count,market_share_pct,popular_models,service_centers
COMP01098,RG0122,Bajaj Auto,7,7.03,"Chetak, GoGo",11
COMP01099,RG0123,Tata Motors,10,10.22,"Nexon EV, Tiago EV, Punch EV",20
COMP01100,RG0123,MG Motor,11,11.37,"ZS EV, Comet EV",17
COMP01101,RG0123,Mahindra Electric,11,10.62,"XUV400, BE 6",21
COMP01102,RG0123,BYD,4,4.27,"Atto 3, Seal",6
COMP01103,RG0123,Hyundai,11,11.21,"Kona Electric, Ioniq 5",22
COMP01104,RG0123,Ola Electric,35,34.74,"S1 Pro, S1 Air",53
COMP01105,RG0123,Ather Energy,12,11.59,"450X, Rizta",18
COMP01106,RG0123,TVS,3,2.54,"iQube, X",4
COMP01107,RG0123,Bajaj Auto,3,3.44,"Chetak, GoGo",5
COMP01108,RG0124,Tata Motors,17,17.3,"Nexon EV, Tiago EV, Punch EV",33
COMP01109,RG0124,MG Motor,7,6.44,"ZS EV, Comet EV",10
COMP01110,RG0124,Mahindra Electric,25,24.75,"XUV400, BE 6",48
COMP01111,RG0124,BYD,4,3.79,"Atto 3, Seal",6
COMP01112,RG0124,Hyundai,17,16.35,"Kona Electric, Ioniq 5",32
COMP01113,RG0124,Ola Electric,3,3.37,"S1 Pro, S1 Air",5
COMP01114,RG0124,Ather Energy,9,9.22,"450X, Rizta",14
COMP01115,RG0124,TVS,4,3.9,"iQube, X",6
COMP01116,RG0124,Bajaj Auto,15,14.88,"Chetak, GoGo",22
COMP01117,RG0125,Tata Motors,15,22.8,"Nexon EV, Tiago EV, Punch EV",28
COMP01118,RG0125,MG Motor,6,9.46,"ZS EV, Comet EV",9
COMP01119,RG0125,Mahindra Electric,11,17.37,"XUV400, BE 6",22
COMP01120,RG0125,BYD,1,0.24,"Atto 3, Seal",1
COMP01121,RG0125,Hyundai,6,9.91,"Kona Electric, Ioniq 5",12
COMP01122,RG0125,Ola Electric,6,9.31,"S1 Pro, S1 Air",9
COMP01123,RG0125,Ather Energy,7,10.48,"450X, Rizta",10
COMP01124,RG0125,TVS,6,9.45,"iQube, X",9
COMP01125,RG0125,Bajaj Auto,7,10.98,"Chetak, GoGo",11
COMP01126,RG0126,Tata Motors,9,14.59,"Nexon EV, Tiago EV, Punch EV",18
COMP01127,RG0126,MG Motor,2,2.36,"ZS EV, Comet EV",2
COMP01128,RG0126,Mahindra Electric,4,6.06,"XUV400, BE 6",8
COMP01129,RG0126,BYD,10,14.9,"Atto 3, Seal",14
COMP01130,RG0126,Hyundai,12,17.92,"Kona Electric, Ioniq 5",22
COMP01131,RG0126,Ola Electric,6,9.3,"S1 Pro, S1 Air",9
COMP01132,RG0126,Ather Energy,7,11.27,"450X, Rizta",11
COMP01133,RG0126,TVS,9,13.8,"iQube, X",13
COMP01134,RG0126,Bajaj Auto,6,9.8,"Chetak, GoGo",10
COMP01135,RG0127,Tata Motors,11,16.72,"Nexon EV, Tiago EV, Punch EV",21
COMP01136,RG0127,MG Motor,7,10.88,"ZS EV, Comet EV",11
COMP01137,RG0127,Mahindra Electric,16,24.29,"XUV400, BE 6",30
COMP01138,RG0127,BYD,2,2.62,"Atto 3, Seal",3
COMP01139,RG0127,Hyundai,3,4.3,"Kona Electric, Ioniq 5",5
COMP01140,RG0127,Ola Electric,4,5.84,"S1 Pro, S1 Air",6
COMP01141,RG0127,Ather Energy,10,15.68,"450X, Rizta",15
COMP01142,RG0127,TVS,7,11.21,"iQube, X",11
COMP01143,RG0127,Bajaj Auto,5,8.46,"Chetak, GoGo",8
COMP01144,RG0128,Tata Motors,16,25.21,"Nexon EV, Tiago EV, Punch EV",31
COMP01145,RG0128,MG Motor,7,10.04,"ZS EV, Comet EV",10
COMP01146,RG0128,Mahindra Electric,4,6.91,"XUV400, BE 6",9
COMP01147,RG0128,BYD,16,24.52,"Atto 3, Seal",24
COMP01148,RG0128,Hyundai,7,11.27,"Kona Electric, Ioniq 5",14
COMP01149,RG0128,Ola Electric,9,13.71,"S1 Pro, S1 Air",13
COMP01150,RG0128,Ather Energy,1,0.32,"450X, Rizta",1
COMP01151,RG0128,TVS,1,0.5,"iQube, X",1
COMP01152,RG0128,Bajaj Auto,5,7.52,"Chetak, GoGo",7
COMP01153,RG0129,Tata Motors,5,7.0,"Nexon EV, Tiago EV, Punch EV",9
COMP01154,RG0129,MG Motor,5,8.15,"ZS EV, Comet EV",8
COMP01155,RG0129,Mahindra Electric,4,5.66,"XUV400, BE 6",7
COMP01156,RG0129,BYD,20,30.4,"Atto 3, Seal",30
COMP01157,RG0129,Hyundai,10,15.55,"Kona Electric, Ioniq 5",19
COMP01158,RG0129,Ola Electric,10,16.02,"S1 Pro, S1 Air",16
COMP01159,RG0129,Ather Energy,1,0.58,"450X, Rizta",1
COMP01160,RG0129,TVS,7,11.16,"iQube, X",11
COMP01161,RG0129,Bajaj Auto,4,5.48,"Chetak, GoGo",5
COMP01162,RG0130,Tata Motors,14,22.18,"Nexon EV, Tiago EV, Punch EV",28
COMP01163,RG0130,MG Motor,6,9.22,"ZS EV, Comet EV",9
COMP01164,RG0130,Mahindra Electric,4,6.86,"XUV400, BE 6",9
COMP01165,RG0130,BYD,1,1.45,"Atto 3, Seal",1
COMP01166,RG0130,Hyundai,5,7.86,"Kona Electric, Ioniq 5",10
COMP01167,RG0130,Ola Electric,8,11.87,"S1 Pro, S1 Air",12
COMP01168,RG0130,Ather Energy,3,3.93,"450X, Rizta",4
COMP01169,RG0130,TVS,16,24.86,"iQube, X",24
COMP01170,RG0130,Bajaj Auto,8,11.77,"Chetak, GoGo",11
COMP01171,RG0131,Tata Motors,10,11.26,"Nexon EV, Tiago EV, Punch EV",17
COMP01172,RG0131,MG Motor,5,6.04,"ZS EV, Comet EV",7
COMP01173,RG0131,Mahindra Electric,12,14.11,"XUV400, BE 6",22
COMP01174,RG0131,BYD,9,10.36,"Atto 3, Seal",12
COMP01175,RG0131,Hyundai,13,15.67,"Kona Electric, Ioniq 5",24
COMP01176,RG0131,Ola Electric,13,15.56,"S1 Pro, S1 Air",19
COMP01177,RG0131,Ather Energy,4,5.28,"450X, Rizta",6
COMP01178,RG0131,TVS,1,1.59,"iQube, X",2
COMP01179,RG0131,Bajaj Auto,17,20.13,"Chetak, GoGo",24
COMP01180,RG0132,Tata Motors,7,7.88,"Nexon EV, Tiago EV, Punch EV",12
COMP01181,RG0132,MG Motor,30,34.97,"ZS EV, Comet EV",42
COMP01182,RG0132,Mahindra Electric,3,3.37,"XUV400, BE 6",5
COMP01183,RG0132,BYD,3,3.72,"Atto 3, Seal",4
COMP01184,RG0132,Hyundai,5,5.93,"Kona Electric, Ioniq 5",9
COMP01185,RG0132,Ola Electric,12,13.58,"S1 Pro, S1 Air",16
COMP01186,RG0132,Ather Energy,4,4.21,"450X, Rizta",5
COMP01187,RG0132,TVS,6,7.38,"iQube, X",9
COMP01188,RG0132,Bajaj Auto,16,18.96,"Chetak, GoGo",23
COMP01189,RG0133,Tata Motors,11,12.94,"Nexon EV, Tiago EV, Punch EV",20
COMP01190,RG0133,MG Motor,17,19.81,"ZS EV, Comet EV",24
COMP01191,RG0133,Mahindra Electric,2,1.84,"XUV400, BE 6",3
COMP01192,RG0133,BYD,6,7.47,"Atto 3, Seal",9
COMP01193,RG0133,Hyundai,2,2.04,"Kona Electric, Ioniq 5",3
COMP01194,RG0133,Ola Electric,28,33.29,"S1 Pro, S1 Air",40
COMP01195,RG0133,Ather Energy,3,3.43,"450X, Rizta",4
COMP01196,RG0133,TVS,14,16.81,"iQube, X",20
COMP01197,RG0133,Bajaj Auto,2,2.37,"Chetak, GoGo",3
COMP01198,RG0134,Tata Motors,20,36.93,"Nexon EV, Tiago EV, Punch EV",36
COMP01199,RG0134,MG Motor,5,10.07,"ZS EV, Comet EV",8
COMP01200,RG0134,Mahindra Electric,7,12.74,"XUV400, BE 6",12
COMP01201,RG0134,BYD,1,1.26,"Atto 3, Seal",1
COMP01202,RG0134,Hyundai,2,3.56,"Kona Electric, Ioniq 5",3
COMP01203,RG0134,Ola Electric,4,7.18,"S1 Pro, S1 Air",5
COMP01204,RG0134,Ather Energy,1,1.42,"450X, Rizta",1
COMP01205,RG0134,TVS,8,15.55,"iQube, X",12
COMP01206,RG0134,Bajaj Auto,6,11.29,"Chetak, GoGo",9
COMP01207,RG0135,Tata Motors,5,10.08,"Nexon EV, Tiago EV, Punch EV",10
COMP01208,RG0135,MG Motor,10,18.79,"ZS EV, Comet EV",14
COMP01209,RG0135,Mahindra Electric,6,11.2,"XUV400, BE 6",11
COMP01210,RG0135,BYD,8,15.34,"Atto 3, Seal",12
COMP01211,RG0135,Hyundai,4,6.51,"Kona Electric, Ioniq 5",6
COMP01212,RG0135,Ola Electric,8,14.9,"S1 Pro, S1 Air",11
COMP01213,RG0135,Ather Energy,2,3.59,"450X, Rizta",3
COMP01214,RG0135,TVS,9,17.55,"iQube, X",13
COMP01215,RG0135,Bajaj Auto,1,2.04,"Chetak, GoGo",2
COMP01216,RG0136,Tata Motors,6,12.02,"Nexon EV, Tiago EV, Punch EV",12
COMP01217,RG0136,MG Motor,7,13.73,"ZS EV, Comet EV",11
COMP01218,RG0136,Mahindra Electric,7,12.92,"XUV400, BE 6",13
COMP01219,RG0136,BYD,4,8.15,"Atto 3, Seal",6
COMP01220,RG0136,Hyundai,13,24.6,"Kona Electric, Ioniq 5",24
COMP01221,RG0136,Ola Electric,5,9.86,"S1 Pro, S1 Air",8
COMP01222,RG0136,Ather Energy,6,11.78,"450X, Rizta",9
COMP01223,RG0136,TVS,2,4.62,"iQube, X",4
COMP01224,RG0136,Bajaj Auto,1,2.32,"Chetak, GoGo",2
COMP01225,RG0137,Tata Motors,9,17.21,"Nexon EV, Tiago EV, Punch EV",17
COMP01226,RG0137,MG Motor,11,20.24,"ZS EV, Comet EV",15
COMP01227,RG0137,Mahindra Electric,5,10.07,"XUV400, BE 6",10
COMP01228,RG0137,BYD,2,4.59,"Atto 3, Seal",4
COMP01229,RG0137,Hyundai,4,6.72,"Kona Electric, Ioniq 5",7
COMP01230,RG0137,Ola Electric,8,15.34,"S1 Pro, S1 Air",12
COMP01231,RG0137,Ather Energy,2,4.37,"450X, Rizta",3
COMP01232,RG0137,TVS,5,9.3,"iQube, X",7
COMP01233,RG0137,Bajaj Auto,7,12.16,"Chetak, GoGo",9
COMP01234,RG0138,Tata Motors,12,21.71,"Nexon EV, Tiago EV, Punch EV",21
COMP01235,RG0138,MG Motor,3,6.15,"ZS EV, Comet EV",5
COMP01236,RG0138,Mahindra Electric,3,6.36,"XUV400, BE 6",6
COMP01237,RG0138,BYD,5,8.44,"Atto 3, Seal",6
COMP01238,RG0138,Hyundai,7,13.45,"Kona Electric, Ioniq 5",13
COMP01239,RG0138,Ola Electric,8,14.95,"S1 Pro, S1 Air",11
COMP01240,RG0138,Ather Energy,7,13.45,"450X, Rizta",10
COMP01241,RG0138,TVS,6,10.63,"iQube, X",8
COMP01242,RG0138,Bajaj Auto,3,4.86,"Chetak, GoGo",4
COMP01243,RG0139,Tata Motors,8,15.7,"Nexon EV, Tiago EV, Punch EV",15
COMP01244,RG0139,MG Motor,5,8.49,"ZS EV, Comet EV",6
COMP01245,RG0139,Mahindra Electric,6,10.75,"XUV400, BE 6",11
COMP01246,RG0139,BYD,5,9.62,"Atto 3, Seal",7
COMP01247,RG0139,Hyundai,3,6.33,"Kona Electric, Ioniq 5",6
COMP01248,RG0139,Ola Electric,3,6.1,"S1 Pro, S1 Air",5
COMP01249,RG0139,Ather Energy,11,19.56,"450X, Rizta",15
COMP01250,RG0139,TVS,3,5.54,"iQube, X",4
COMP01251,RG0139,Bajaj Auto,10,17.91,"Chetak, GoGo",14
COMP01252,RG0140,Tata Motors,16,30.5,"Nexon EV, Tiago EV, Punch EV",30
COMP01253,RG0140,MG Motor,6,11.15,"ZS EV, Comet EV",9
COMP01254,RG0140,Mahindra Electric,6,11.38,"XUV400, BE 6",11
COMP01255,RG0140,BYD,2,3.05,"Atto 3, Seal",2
COMP01256,RG0140,Hyundai,1,1.7,"Kona Electric, Ioniq 5",2
COMP01257,RG0140,Ola Electric,8,13.98,"S1 Pro, S1 Air",11
COMP01258,RG0140,Ather Energy,4,7.58,"450X, Rizta",6
COMP01259,RG0140,TVS,7,13.35,"iQube, X",10
COMP01260,RG0140,Bajaj Auto,4,7.31,"Chetak, GoGo",6
COMP01261,RG0141,Tata Motors,34,29.15,"Nexon EV, Tiago EV, Punch EV",68
COMP01262,RG0141,MG Motor,12,10.2,"ZS EV, Comet EV",19
COMP01263,RG0141,Mahindra Electric,9,7.55,"XUV400, BE 6",18
COMP01264,RG0141,BYD,1,1.13,"Atto 3, Seal",2
COMP01265,RG0141,Hyundai,5,4.42,"Kona Electric, Ioniq 5",10
COMP01266,RG0141,Ola Electric,14,11.75,"S1 Pro, S1 Air",21
COMP01267,RG0141,Ather Energy,16,14.21,"450X, Rizta",26
COMP01268,RG0141,TVS,5,4.39,"iQube, X",8
COMP01269,RG0141,Bajaj Auto,20,17.2,"Chetak, GoGo",31
COMP01270,RG0142,Tata Motors,10,8.94,"Nexon EV, Tiago EV, Punch EV",21
COMP01271,RG0142,MG Motor,14,12.38,"ZS EV, Comet EV",23
COMP01272,RG0142,Mahindra Electric,16,13.44,"XUV400, BE 6",31
COMP01273,RG0142,BYD,16,13.39,"Atto 3, Seal",24
COMP01274,RG0142,Hyundai,10,8.47,"Kona Electric, Ioniq 5",20
COMP01275,RG0142,Ola Electric,13,11.28,"S1 Pro, S1 Air",21
COMP01276,RG0142,Ather Energy,3,2.96,"450X, Rizta",5
COMP01277,RG0142,TVS,17,14.39,"iQube, X",26
COMP01278,RG0142,Bajaj Auto,17,14.75,"Chetak, GoGo",27
COMP01279,RG0143,Tata Motors,15,13.19,"Nexon EV, Tiago EV, Punch EV",31
COMP01280,RG0143,MG Motor,14,12.47,"ZS EV, Comet EV",23
COMP01281,RG0143,Mahindra Electric,19,16.2,"XUV400, BE 6",38
COMP01282,RG0143,BYD,11,9.79,"Atto 3, Seal",18
COMP01283,RG0143,Hyundai,23,19.41,"Kona Electric, Ioniq 5",45
COMP01284,RG0143,Ola Electric,12,10.14,"S1 Pro, S1 Air",19
COMP01285,RG0143,Ather Energy,3,2.51,"450X, Rizta",5
COMP01286,RG0143,TVS,6,4.97,"iQube, X",9
COMP01287,RG0143,Bajaj Auto,13,11.32,"Chetak, GoGo",21
COMP01288,RG0144,Tata Motors,36,31.29,"Nexon EV, Tiago EV, Punch EV",73
COMP01289,RG0144,MG Motor,14,11.67,"ZS EV, Comet EV",21
COMP01290,RG0144,Mahindra Electric,7,5.95,"XUV400, BE 6",14
COMP01291,RG0144,BYD,10,8.57,"Atto 3, Seal",16
COMP01292,RG0144,Hyundai,3,2.51,"Kona Electric, Ioniq 5",6
COMP01293,RG0144,Ola Electric,18,15.9,"S1 Pro, S1 Air",29
COMP01294,RG0144,Ather Energy,6,5.43,"450X, Rizta",10
COMP01295,RG0144,TVS,3,3.01,"iQube, X",5
COMP01296,RG0144,Bajaj Auto,18,15.67,"Chetak, GoGo",29
COMP01297,RG0145,Tata Motors,34,29.05,"Nexon EV, Tiago EV, Punch EV",68
COMP01298,RG0145,MG Motor,6,5.34,"ZS EV, Comet EV",10
COMP01299,RG0145,Mahindra Electric,12,10.55,"XUV400, BE 6",25
COMP01300,RG0145,BYD,9,7.41,"Atto 3, Seal",14
COMP01301,RG0145,Hyundai,20,16.91,"Kona Electric, Ioniq 5",39
COMP01302,RG0145,Ola Electric,9,7.84,"S1 Pro, S1 Air",14
COMP01303,RG0145,Ather Energy,3,2.64,"450X, Rizta",5
COMP01304,RG0145,TVS,6,4.87,"iQube, X",9
COMP01305,RG0145,Bajaj Auto,18,15.39,"Chetak, GoGo",28
COMP01306,RG0146,Tata Motors,13,17.89,"Nexon EV, Tiago EV, Punch EV",27
COMP01307,RG0146,MG Motor,5,6.26,"ZS EV, Comet EV",7
COMP01308,RG0146,Mahindra Electric,10,12.74,"XUV400, BE 6",19
COMP01309,RG0146,BYD,3,3.45,"Atto 3, Seal",4
COMP01310,RG0146,Hyundai,7,8.77,"Kona Electric, Ioniq 5",13
COMP01311,RG0146,Ola Electric,4,5.16,"S1 Pro, S1 Air",6
COMP01312,RG0146,Ather Energy,27,36.14,"450X, Rizta",43
COMP01313,RG0146,TVS,2,2.79,"iQube, X",3
COMP01314,RG0146,Bajaj Auto,5,6.8,"Chetak, GoGo",8
COMP01315,RG0147,Tata Motors,10,12.92,"Nexon EV, Tiago EV, Punch EV",19
COMP01316,RG0147,MG Motor,11,14.8,"ZS EV, Comet EV",17
COMP01317,RG0147,Mahindra Electric,7,9.22,"XUV400, BE 6",14
COMP01318,RG0147,BYD,2,2.19,"Atto 3, Seal",3
COMP01319,RG0147,Hyundai,9,11.77,"Kona Electric, Ioniq 5",18
COMP01320,RG0147,Ola Electric,5,7.04,"S1 Pro, S1 Air",8
COMP01321,RG0147,Ather Energy,4,5.16,"450X, Rizta",6
COMP01322,RG0147,TVS,16,20.87,"iQube, X",25
COMP01323,RG0147,Bajaj Auto,12,16.03,"Chetak, GoGo",19
COMP01324,RG0148,Tata Motors,19,25.42,"Nexon EV, Tiago EV, Punch EV",38
COMP01325,RG0148,MG Motor,11,14.86,"ZS EV, Comet EV",18
COMP01326,RG0148,Mahindra Electric,14,18.7,"XUV400, BE 6",28
COMP01327,RG0148,BYD,5,7.33,"Atto 3, Seal",9
COMP01328,RG0148,Hyundai,5,6.03,"Kona Electric, Ioniq 5",9
COMP01329,RG0148,Ola Electric,7,9.54,"S1 Pro, S1 Air",11
COMP01330,RG0148,Ather Energy,5,7.24,"450X, Rizta",9
COMP01331,RG0148,TVS,2,2.3,"iQube, X",3
COMP01332,RG0148,Bajaj Auto,6,8.58,"Chetak, GoGo",10
COMP01333,RG0149,Tata Motors,23,30.35,"Nexon EV, Tiago EV, Punch EV",46
COMP01334,RG0149,MG Motor,8,10.6,"ZS EV, Comet EV",12
COMP01335,RG0149,Mahindra Electric,5,7.2,"XUV400, BE 6",11
COMP01336,RG0149,BYD,2,2.81,"Atto 3, Seal",3
COMP01337,RG0149,Hyundai,15,20.33,"Kona Electric, Ioniq 5",31
COMP01338,RG0149,Ola Electric,5,6.72,"S1 Pro, S1 Air",8
COMP01339,RG0149,Ather Energy,1,0.12,"450X, Rizta",1
COMP01340,RG0149,TVS,4,5.69,"iQube, X",7
COMP01341,RG0149,Bajaj Auto,12,16.18,"Chetak, GoGo",19
COMP01342,RG0150,Tata Motors,9,12.22,"Nexon EV, Tiago EV, Punch EV",18
COMP01343,RG0150,MG Motor,9,12.12,"ZS EV, Comet EV",14
COMP01344,RG0150,Mahindra Electric,13,17.35,"XUV400, BE 6",26
COMP01345,RG0150,BYD,3,3.5,"Atto 3, Seal",4
COMP01346,RG0150,Hyundai,20,26.03,"Kona Electric, Ioniq 5",39
COMP01347,RG0150,Ola Electric,8,10.82,"S1 Pro, S1 Air",13
COMP01348,RG0150,Ather Energy,5,7.13,"450X, Rizta",8
COMP01349,RG0150,TVS,5,6.52,"iQube, X",8
COMP01350,RG0150,Bajaj Auto,3,4.31,"Chetak, GoGo",5
COMP01351,RG0151,Tata Motors,10,8.91,"Nexon EV, Tiago EV, Punch EV",21
COMP01352,RG0151,MG Motor,10,8.62,"ZS EV, Comet EV",16
COMP01353,RG0151,Mahindra Electric,11,9.79,"XUV400, BE 6",23
COMP01354,RG0151,BYD,11,9.62,"Atto 3, Seal",18
COMP01355,RG0151,Hyundai,26,22.28,"Kona Electric, Ioniq 5",52
COMP01356,RG0151,Ola Electric,19,16.56,"S1 Pro, S1 Air",30
COMP01357,RG0151,Ather Energy,2,1.43,"450X, Rizta",3
COMP01358,RG0151,TVS,18,15.74,"iQube, X",29
COMP01359,RG0151,Bajaj Auto,8,7.05,"Chetak, GoGo",13
COMP01360,RG0152,Tata Motors,21,28.22,"Nexon EV, Tiago EV, Punch EV",43
COMP01361,RG0152,MG Motor,5,7.21,"ZS EV, Comet EV",9
COMP01362,RG0152,Mahindra Electric,11,14.21,"XUV400, BE 6",21
COMP01363,RG0152,BYD,2,2.6,"Atto 3, Seal",3
COMP01364,RG0152,Hyundai,9,12.22,"Kona Electric, Ioniq 5",18
COMP01365,RG0152,Ola Electric,11,14.88,"S1 Pro, S1 Air",18
COMP01366,RG0152,Ather Energy,1,1.54,"450X, Rizta",2
COMP01367,RG0152,TVS,10,13.01,"iQube, X",15
COMP01368,RG0152,Bajaj Auto,5,6.11,"Chetak, GoGo",7
COMP01369,RG0153,Tata Motors,20,26.94,"Nexon EV, Tiago EV, Punch EV",41
COMP01370,RG0153,MG Motor,8,10.16,"ZS EV, Comet EV",12
COMP01371,RG0153,Mahindra Electric,9,11.63,"XUV400, BE 6",18
COMP01372,RG0153,BYD,3,4.46,"Atto 3, Seal",5
COMP01373,RG0153,Hyundai,20,26.7,"Kona Electric, Ioniq 5",40
COMP01374,RG0153,Ola Electric,2,3.32,"S1 Pro, S1 Air",4
COMP01375,RG0153,Ather Energy,2,2.01,"450X, Rizta",2
COMP01376,RG0153,TVS,2,2.08,"iQube, X",2
COMP01377,RG0153,Bajaj Auto,10,12.7,"Chetak, GoGo",15
COMP01378,RG0154,Tata Motors,16,21.48,"Nexon EV, Tiago EV, Punch EV",32
COMP01379,RG0154,MG Motor,7,9.72,"ZS EV, Comet EV",11
COMP01380,RG0154,Mahindra Electric,8,10.27,"XUV400, BE 6",15
COMP01381,RG0154,BYD,6,7.77,"Atto 3, Seal",9
COMP01382,RG0154,Hyundai,5,6.75,"Kona Electric, Ioniq 5",10
COMP01383,RG0154,Ola Electric,10,13.58,"S1 Pro, S1 Air",16
COMP01384,RG0154,Ather Energy,5,6.89,"450X, Rizta",8
COMP01385,RG0154,TVS,3,3.53,"iQube, X",4
COMP01386,RG0154,Bajaj Auto,15,20.01,"Chetak, GoGo",24
COMP01387,RG0155,Tata Motors,6,12.48,"Nexon EV, Tiago EV, Punch EV",10
COMP01388,RG0155,MG Motor,7,14.77,"ZS EV, Comet EV",9
COMP01389,RG0155,Mahindra Electric,1,2.36,"XUV400, BE 6",2
COMP01390,RG0155,BYD,1,1.98,"Atto 3, Seal",1
COMP01391,RG0155,Hyundai,4,9.53,"Kona Electric, Ioniq 5",7
COMP01392,RG0155,Ola Electric,4,8.65,"S1 Pro, S1 Air",5
COMP01393,RG0155,Ather Energy,2,4.25,"450X, Rizta",3
COMP01394,RG0155,TVS,9,20.9,"iQube, X",13
COMP01395,RG0155,Bajaj Auto,11,25.08,"Chetak, GoGo",15
COMP01396,RG0156,Tata Motors,6,13.76,"Nexon EV, Tiago EV, Punch EV",11
COMP01397,RG0156,MG Motor,1,2.41,"ZS EV, Comet EV",1
COMP01398,RG0156,Mahindra Electric,3,7.07,"XUV400, BE 6",6
COMP01399,RG0156,BYD,9,20.07,"Atto 3, Seal",12
COMP01400,RG0156,Hyundai,13,29.89,"Kona Electric, Ioniq 5",23
COMP01401,RG0156,Ola Electric,6,13.21,"S1 Pro, S1 Air",8
COMP01402,RG0156,Ather Energy,1,1.04,"450X, Rizta",1
COMP01403,RG0156,TVS,2,4.82,"iQube, X",3
COMP01404,RG0156,Bajaj Auto,3,7.73,"Chetak, GoGo",5
COMP01405,RG0157,Tata Motors,6,12.68,"Nexon EV, Tiago EV, Punch EV",10
COMP01406,RG0157,MG Motor,7,14.74,"ZS EV, Comet EV",9
COMP01407,RG0157,Mahindra Electric,6,13.34,"XUV400, BE 6",10
COMP01408,RG0157,BYD,1,1.62,"Atto 3, Seal",1
COMP01409,RG0157,Hyundai,2,3.73,"Kona Electric, Ioniq 5",3
COMP01410,RG0157,Ola Electric,6,13.82,"S1 Pro, S1 Air",8
COMP01411,RG0157,Ather Energy,6,13.56,"450X, Rizta",8
COMP01412,RG0157,TVS,3,6.88,"iQube, X",4
COMP01413,RG0157,Bajaj Auto,9,19.63,"Chetak, GoGo",12
COMP01414,RG0158,Tata Motors,8,11.63,"Nexon EV, Tiago EV, Punch EV",14
COMP01415,RG0158,MG Motor,3,3.96,"ZS EV, Comet EV",4
COMP01416,RG0158,Mahindra Electric,8,11.17,"XUV400, BE 6",13
COMP01417,RG0158,BYD,28,39.63,"Atto 3, Seal",37
COMP01418,RG0158,Hyundai,1,1.62,"Kona Electric, Ioniq 5",2
COMP01419,RG0158,Ola Electric,15,21.56,"S1 Pro, S1 Air",20
COMP01420,RG0158,Ather Energy,5,6.93,"450X, Rizta",7
COMP01421,RG0158,TVS,2,2.81,"iQube, X",3
COMP01422,RG0158,Bajaj Auto,1,0.69,"Chetak, GoGo",1
COMP01423,RG0159,Tata Motors,1,2.82,"Nexon EV, Tiago EV, Punch EV",2
COMP01424,RG0159,MG Motor,3,6.07,"ZS EV, Comet EV",4
COMP01425,RG0159,Mahindra Electric,7,15.45,"XUV400, BE 6",12
COMP01426,RG0159,BYD,7,15.56,"Atto 3, Seal",9
COMP01427,RG0159,Hyundai,9,21.4,"Kona Electric, Ioniq 5",16
COMP01428,RG0159,Ola Electric,6,12.6,"S1 Pro, S1 Air",7
COMP01429,RG0159,Ather Energy,3,6.68,"450X, Rizta",4
COMP01430,RG0159,TVS,3,5.91,"iQube, X",4
COMP01431,RG0159,Bajaj Auto,6,13.51,"Chetak, GoGo",8
COMP01432,RG0160,Tata Motors,6,14.38,"Nexon EV, Tiago EV, Punch EV",11
COMP01433,RG0160,MG Motor,2,3.75,"ZS EV, Comet EV",2
COMP01434,RG0160,Mahindra Electric,7,15.72,"XUV400, BE 6",12
COMP01435,RG0160,BYD,8,18.59,"Atto 3, Seal",11
COMP01436,RG0160,Hyundai,1,2.74,"Kona Electric, Ioniq 5",2
COMP01437,RG0160,Ola Electric,3,7.94,"S1 Pro, S1 Air",5
COMP01438,RG0160,Ather Energy,3,7.66,"450X, Rizta",5
COMP01439,RG0160,TVS,5,10.46,"iQube, X",6
COMP01440,RG0160,Bajaj Auto,8,18.76,"Chetak, GoGo",11
COMP01441,RG0161,Tata Motors,16,24.23,"Nexon EV, Tiago EV, Punch EV",27
COMP01442,RG0161,MG Motor,1,0.71,"ZS EV, Comet EV",1
COMP01443,RG0161,Mahindra Electric,13,19.99,"XUV400, BE 6",22
COMP01444,RG0161,BYD,13,19.17,"Atto 3, Seal",17
COMP01445,RG0161,Hyundai,6,9.66,"Kona Electric, Ioniq 5",11
COMP01446,RG0161,Ola Electric,6,8.9,"S1 Pro, S1 Air",8
COMP01447,RG0161,Ather Energy,1,1.75,"450X, Rizta",2
COMP01448,RG0161,TVS,6,9.2,"iQube, X",8
COMP01449,RG0161,Bajaj Auto,4,6.39,"Chetak, GoGo",6
COMP01450,RG0162,Tata Motors,4,10.53,"Nexon EV, Tiago EV, Punch EV",8
COMP01451,RG0162,MG Motor,6,13.63,"ZS EV, Comet EV",8
COMP01452,RG0162,Mahindra Electric,7,17.37,"XUV400, BE 6",12
COMP01453,RG0162,BYD,7,16.53,"Atto 3, Seal",9
COMP01454,RG0162,Hyundai,1,3.41,"Kona Electric, Ioniq 5",2
COMP01455,RG0162,Ola Electric,8,17.97,"S1 Pro, S1 Air",10
COMP01456,RG0162,Ather Energy,1,3.12,"450X, Rizta",2
COMP01457,RG0162,TVS,3,7.38,"iQube, X",4
COMP01458,RG0162,Bajaj Auto,4,10.06,"Chetak, GoGo",6
COMP01459,RG0163,Tata Motors,13,30.94,"Nexon EV, Tiago EV, Punch EV",22
COMP01460,RG0163,MG Motor,7,15.96,"ZS EV, Comet EV",9
COMP01461,RG0163,Mahindra Electric,4,8.41,"XUV400, BE 6",6
COMP01462,RG0163,BYD,1,0.25,"Atto 3, Seal",1
COMP01463,RG0163,Hyundai,6,13.25,"Kona Electric, Ioniq 5",9
