charger_id,region_id,city_name,year,quarter,charger_count,fast_charger_count,slow_charger_count,dc_fast_count,average_capacity_kw,operational_status,charger_per_1000_ev,infrastructure_gap_score,charging_readiness_score
C0009193,RG0192,Bharatpur,2025,1,150,30,120,14,46.2,Operational,3.72,39.8,61.6
C0009194,RG0192,Bharatpur,2025,2,161,32,129,14,48.9,Operational,3.73,38.7,62.8
C0009195,RG0192,Bharatpur,2025,3,172,34,138,15,45.1,Operational,3.73,40.0,61.2
C0009196,RG0192,Bharatpur,2025,4,186,37,149,17,45.7,Operational,3.73,39.8,61.5
C0009197,RG0192,Bharatpur,2026,1,210,44,166,20,52.3,Operational,3.94,35.1,66.6
C0009198,RG0192,Bharatpur,2026,2,224,47,177,21,50.8,Operational,3.95,35.5,66.1
C0009199,RG0192,Bharatpur,2026,3,240,50,190,22,46.6,Operational,3.95,37.0,64.3
C0009200,RG0192,Bharatpur,2026,4,258,54,204,24,51.5,Operational,3.95,35.2,66.4
C0009201,RG0192,Bharatpur,2027,1,289,64,225,29,51.6,Operational,4.17,32.7,68.9
C0009202,RG0192,Bharatpur,2027,2,306,67,239,30,54.9,Operational,4.17,31.5,70.3
C0009203,RG0192,Bharatpur,2027,3,325,72,253,32,50.3,Operational,4.17,33.1,68.3
C0009204,RG0192,Bharatpur,2027,4,347,76,271,34,55.0,Operational,4.17,31.5,70.3
C0009205,RG0192,Bharatpur,2028,1,389,89,300,40,58.5,Operational,4.39,27.7,74.2
C0009206,RG0192,Bharatpur,2028,2,414,95,319,43,52.0,Operational,4.39,30.0,71.5
C0009207,RG0192,Bharatpur,2028,3,442,102,340,46,57.9,Operational,4.39,27.9,74.0
C0009208,RG0192,Bharatpur,2028,4,476,109,367,49,57.2,Operational,4.39,28.1,73.7
C0009209,RG0192,Bharatpur,2029,1,531,127,404,57,57.2,Operational,4.61,25.6,76.1
C0009210,RG0192,Bharatpur,2029,2,562,135,427,61,54.8,Operational,4.61,26.4,75.1
C0009211,RG0192,Bharatpur,2029,3,597,143,454,64,53.2,Operational,4.61,27.0,74.4
C0009212,RG0192,Bharatpur,2029,4,638,153,485,69,55.7,Operational,4.61,26.1,75.5
C0009213,RG0192,Bharatpur,2030,1,708,177,531,80,56.8,Operational,4.83,23.2,78.4
C0009214,RG0192,Bharatpur,2030,2,750,188,562,85,61.9,Operational,4.83,21.4,80.5
C0009215,RG0192,Bharatpur,2030,3,796,199,597,90,58.7,Operational,4.83,22.5,79.2
C0009216,RG0192,Bharatpur,2030,4,851,213,638,96,56.7,Operational,4.83,23.2,78.4
C0009217,RG0193,Sikar,2019,1,1,0,1,0,33.1,Operational,1.82,65.8,35.6
C0009218,RG0193,Sikar,2019,2,3,0,3,0,29.9,Operational,2.67,58.0,42.8
C0009219,RG0193,Sikar,2019,3,4,1,3,0,32.1,Operational,2.3,61.1,40.0
C0009220,RG0193,Sikar,2019,4,6,1,5,0,30.3,Operational,2.36,61.1,39.8
C0009221,RG0193,Sikar,2020,1,9,1,8,0,32.3,Operational,2.75,56.1,44.8
C0009222,RG0193,Sikar,2020,2,11,2,9,1,38.0,Operational,2.73,54.3,47.0
C0009223,RG0193,Sikar,2020,3,13,2,11,1,34.2,Operational,2.67,56.2,44.8
C0009224,RG0193,Sikar,2020,4,16,2,14,1,37.4,Operational,2.7,54.8,46.5
C0009225,RG0193,Sikar,2021,1,19,3,16,1,40.4,Operational,2.82,52.2,49.2
C0009226,RG0193,Sikar,2021,2,22,4,18,2,38.9,Operational,2.9,51.9,49.3
C0009227,RG0193,Sikar,2021,3,24,4,20,2,37.2,Operational,2.8,53.6,47.6
C0009228,RG0193,Sikar,2021,4,28,4,24,2,38.5,Operational,2.9,52.1,49.2
C0009229,RG0193,Sikar,2022,1,33,6,27,3,39.4,Operational,3.05,49.9,51.3
C0009230,RG0193,Sikar,2022,2,37,6,31,3,39.8,Operational,3.09,49.4,51.9
C0009231,RG0193,Sikar,2022,3,41,7,34,3,41.3,Operational,3.1,48.7,52.6
C0009232,RG0193,Sikar,2022,4,45,8,37,4,37.8,Operational,3.04,50.6,50.5
C0009233,RG0193,Sikar,2023,1,53,10,43,4,42.4,Operational,3.3,46.0,55.3
C0009234,RG0193,Sikar,2023,2,57,10,47,4,39.6,Operational,3.29,47.1,54.0
C0009235,RG0193,Sikar,2023,3,62,11,51,5,43.2,Operational,3.3,45.7,55.6
C0009236,RG0193,Sikar,2023,4,67,12,55,5,43.0,Operational,3.27,46.1,55.3
C0009237,RG0193,Sikar,2024,1,78,15,63,7,44.4,Operational,3.52,42.8,58.6
C0009238,RG0193,Sikar,2024,2,84,16,68,7,45.3,Operational,3.51,42.5,58.9
C0009239,RG0193,Sikar,2024,3,91,17,74,8,48.8,Operational,3.52,41.2,60.4
C0009240,RG0193,Sikar,2024,4,99,19,80,9,46.7,Operational,3.51,42.1,59.5
C0009241,RG0193,Sikar,2025,1,112,22,90,10,51.3,Operational,3.71,38.1,63.6
C0009242,RG0193,Sikar,2025,2,120,24,96,11,49.0,Operational,3.72,38.8,62.8
C0009243,RG0193,Sikar,2025,3,129,26,103,12,51.1,Operational,3.74,37.8,63.9
C0009244,RG0193,Sikar,2025,4,139,28,111,13,50.9,Operational,3.74,37.9,63.8
C0009245,RG0193,Sikar,2026,1,156,33,123,15,53.1,Operational,3.94,34.8,67.0
C0009246,RG0193,Sikar,2026,2,167,35,132,16,51.1,Operational,3.96,35.3,66.3
C0009247,RG0193,Sikar,2026,3,178,37,141,17,53.8,Operational,3.95,34.4,67.3
C0009248,RG0193,Sikar,2026,4,192,40,152,18,46.7,Operational,3.95,36.9,64.4
C0009249,RG0193,Sikar,2027,1,215,47,168,21,52.2,Operational,4.17,32.4,69.1
C0009250,RG0193,Sikar,2027,2,227,50,177,22,52.4,Operational,4.16,32.5,69.1
C0009251,RG0193,Sikar,2027,3,242,53,189,24,53.4,Operational,4.17,32.0,69.6
C0009252,RG0193,Sikar,2027,4,258,57,201,26,48.7,Operational,4.16,33.8,67.6
C0009253,RG0193,Sikar,2028,1,288,66,222,30,57.8,Operational,4.38,28.0,73.8
C0009254,RG0193,Sikar,2028,2,305,70,235,32,56.7,Operational,4.39,28.3,73.5
C0009255,RG0193,Sikar,2028,3,324,75,249,34,52.5,Operational,4.39,29.8,71.7
C0009256,RG0193,Sikar,2028,4,347,80,267,36,55.4,Operational,4.39,28.8,72.9
C0009257,RG0193,Sikar,2029,1,385,92,293,41,60.7,Operational,4.61,24.3,77.6
C0009258,RG0193,Sikar,2029,2,407,98,309,44,58.5,Operational,4.61,25.1,76.7
C0009259,RG0193,Sikar,2029,3,432,104,328,47,59.4,Operational,4.61,24.8,77.0
C0009260,RG0193,Sikar,2029,4,463,111,352,50,59.2,Operational,4.61,24.9,77.0
C0009261,RG0193,Sikar,2030,1,513,128,385,58,60.8,Operational,4.83,21.8,80.1
C0009262,RG0193,Sikar,2030,2,541,135,406,61,56.3,Operational,4.83,23.3,78.2
C0009263,RG0193,Sikar,2030,3,572,143,429,64,59.9,Operational,4.83,22.1,79.7
C0009264,RG0193,Sikar,2030,4,608,152,456,68,59.3,Operational,4.83,22.3,79.5
C0009265,RG0194,Bhilwara,2019,1,2,0,2,0,33.4,Operational,3.11,52.2,48.6
C0009266,RG0194,Bhilwara,2019,2,3,0,3,0,37.4,Operational,2.32,59.1,42.4
C0009267,RG0194,Bhilwara,2019,3,5,1,4,0,30.7,Operational,2.44,60.1,40.8
C0009268,RG0194,Bhilwara,2019,4,7,1,6,0,36.6,Operational,2.39,58.6,42.8
C0009269,RG0194,Bhilwara,2020,1,10,2,8,1,34.5,Operational,2.65,56.4,44.7
C0009270,RG0194,Bhilwara,2020,2,12,2,10,1,33.1,Operational,2.61,57.3,43.8
C0009271,RG0194,Bhilwara,2020,3,14,2,12,1,35.0,Operational,2.54,57.3,43.8
C0009272,RG0194,Bhilwara,2020,4,17,3,14,1,38.6,Operational,2.56,55.9,45.6
C0009273,RG0194,Bhilwara,2021,1,22,4,18,2,40.3,Operational,2.88,51.7,49.7
C0009274,RG0194,Bhilwara,2021,2,25,4,21,2,41.5,Operational,2.86,51.4,50.0
C0009275,RG0194,Bhilwara,2021,3,28,4,24,2,39.9,Operational,2.81,52.5,48.9
C0009276,RG0194,Bhilwara,2021,4,32,5,27,2,38.0,Operational,2.82,53.1,48.2
C0009277,RG0194,Bhilwara,2022,1,39,7,32,3,39.0,Operational,3.07,49.9,51.3
C0009278,RG0194,Bhilwara,2022,2,44,7,37,3,41.7,Operational,3.1,48.6,52.8
C0009279,RG0194,Bhilwara,2022,3,48,8,40,4,37.3,Operational,3.04,50.8,50.3
C0009280,RG0194,Bhilwara,2022,4,54,9,45,4,38.7,Operational,3.05,50.2,51.0
C0009281,RG0194,Bhilwara,2023,1,64,12,52,5,44.1,Operational,3.3,45.4,56.0
C0009282,RG0194,Bhilwara,2023,2,70,13,57,6,46.4,Operational,3.31,44.5,57.1
C0009283,RG0194,Bhilwara,2023,3,76,14,62,6,42.3,Operational,3.31,45.9,55.4
C0009284,RG0194,Bhilwara,2023,4,83,15,68,7,43.3,Operational,3.29,45.8,55.6
C0009285,RG0194,Bhilwara,2024,1,96,18,78,8,48.3,Operational,3.52,41.4,60.2
C0009286,RG0194,Bhilwara,2024,2,103,20,83,9,43.6,Operational,3.5,43.2,58.1
C0009287,RG0194,Bhilwara,2024,3,112,21,91,9,49.1,Operational,3.52,41.1,60.6
C0009288,RG0194,Bhilwara,2024,4,122,23,99,10,44.3,Operational,3.52,42.8,58.6
C0009289,RG0194,Bhilwara,2025,1,139,28,111,13,47.5,Operational,3.74,39.1,62.4
C0009290,RG0194,Bhilwara,2025,2,149,30,119,14,50.3,Operational,3.74,38.1,63.5
C0009291,RG0194,Bhilwara,2025,3,159,32,127,14,50.0,Operational,3.73,38.3,63.3
C0009292,RG0194,Bhilwara,2025,4,172,34,138,15,50.7,Operational,3.73,38.1,63.6
C0009293,RG0194,Bhilwara,2026,1,194,41,153,18,51.1,Operational,3.94,35.5,66.1
C0009294,RG0194,Bhilwara,2026,2,206,43,163,19,47.5,Operational,3.94,36.8,64.6
C0009295,RG0194,Bhilwara,2026,3,221,46,175,21,51.3,Operational,3.96,35.2,66.4
C0009296,RG0194,Bhilwara,2026,4,237,50,187,22,47.3,Operational,3.94,36.8,64.5
C0009297,RG0194,Bhilwara,2027,1,267,59,208,27,49.1,Operational,4.17,33.5,67.8
C0009298,RG0194,Bhilwara,2027,2,283,62,221,28,56.1,Operational,4.17,31.1,70.8
C0009299,RG0194,Bhilwara,2027,3,300,66,234,30,56.5,Operational,4.17,30.9,70.9
C0009300,RG0194,Bhilwara,2027,4,321,71,250,32,55.8,Operational,4.17,31.2,70.6
C0009301,RG0194,Bhilwara,2028,1,358,82,276,37,56.6,Operational,4.38,28.5,73.3
C0009302,RG0194,Bhilwara,2028,2,381,88,293,40,57.3,Operational,4.39,28.1,73.7
C0009303,RG0194,Bhilwara,2028,3,405,93,312,42,57.9,Operational,4.39,27.9,74.0
C0009304,RG0194,Bhilwara,2028,4,433,100,333,45,57.5,Operational,4.39,28.0,73.8
C0009305,RG0194,Bhilwara,2029,1,480,115,365,52,56.1,Operational,4.61,26.0,75.7
C0009306,RG0194,Bhilwara,2029,2,508,122,386,55,61.1,Operational,4.61,24.2,77.8
C0009307,RG0194,Bhilwara,2029,3,536,129,407,58,53.4,Operational,4.61,26.9,74.5
C0009308,RG0194,Bhilwara,2029,4,571,137,434,62,57.7,Operational,4.61,25.4,76.3
C0009309,RG0194,Bhilwara,2030,1,640,160,480,72,60.9,Operational,4.83,21.7,80.1
C0009310,RG0194,Bhilwara,2030,2,683,171,512,77,58.6,Operational,4.83,22.5,79.2
C0009311,RG0194,Bhilwara,2030,3,727,182,545,82,56.0,Operational,4.83,23.4,78.1
C0009312,RG0194,Bhilwara,2030,4,779,195,584,88,56.5,Operational,4.83,23.3,78.3
C0009313,RG0195,Pali,2019,1,2,0,2,0,31.0,Operational,2.79,56.4,44.4
C0009314,RG0195,Pali,2019,2,4,1,3,0,30.3,Operational,2.74,57.1,43.6
C0009315,RG0195,Pali,2019,3,6,1,5,0,35.4,Operational,2.6,56.8,44.4
C0009316,RG0195,Pali,2019,4,8,1,7,0,32.3,Operational,2.44,59.6,41.5
C0009317,RG0195,Pali,2020,1,11,2,9,1,35.2,Operational,2.62,56.4,44.7
C0009318,RG0195,Pali,2020,2,14,2,12,1,36.7,Operational,2.72,54.8,46.4
C0009319,RG0195,Pali,2020,3,16,2,14,1,34.9,Operational,2.6,56.7,44.4
C0009320,RG0195,Pali,2020,4,20,3,17,1,39.5,Operational,2.69,54.2,47.2
C0009321,RG0195,Pali,2021,1,24,4,20,2,35.8,Operational,2.87,53.3,47.7
C0009322,RG0195,Pali,2021,2,27,4,23,2,41.6,Operational,2.87,51.3,50.2
C0009323,RG0195,Pali,2021,3,30,5,25,2,40.0,Operational,2.86,52.0,49.4
C0009324,RG0195,Pali,2021,4,34,5,29,2,38.3,Operational,2.88,52.4,48.9
C0009325,RG0195,Pali,2022,1,41,7,34,3,44.4,Operational,3.1,47.7,53.9
C0009326,RG0195,Pali,2022,2,45,8,37,4,37.4,Operational,3.06,50.5,50.6
C0009327,RG0195,Pali,2022,3,50,8,42,4,39.0,Operational,3.07,49.9,51.3
C0009328,RG0195,Pali,2022,4,56,10,46,4,41.3,Operational,3.09,48.9,52.5
C0009329,RG0195,Pali,2023,1,65,12,53,5,40.5,Operational,3.27,47.0,54.2
C0009330,RG0195,Pali,2023,2,71,13,58,6,40.3,Operational,3.27,47.1,54.1
C0009331,RG0195,Pali,2023,3,78,14,64,6,45.9,Operational,3.29,44.9,56.7
C0009332,RG0195,Pali,2023,4,85,15,70,7,42.5,Operational,3.28,46.2,55.1
C0009333,RG0195,Pali,2024,1,97,18,79,8,42.0,Operational,3.49,43.9,57.3
C0009334,RG0195,Pali,2024,2,105,20,85,9,41.9,Operational,3.52,43.6,57.5
C0009335,RG0195,Pali,2024,3,112,21,91,9,48.9,Operational,3.5,41.4,60.3
C0009336,RG0195,Pali,2024,4,121,23,98,10,46.2,Operational,3.5,42.3,59.2
C0009337,RG0195,Pali,2025,1,138,28,110,13,45.3,Operational,3.72,40.1,61.2
C0009338,RG0195,Pali,2025,2,147,29,118,13,50.4,Operational,3.72,38.3,63.4
C0009339,RG0195,Pali,2025,3,157,31,126,14,46.8,Operational,3.73,39.5,62.0
C0009340,RG0195,Pali,2025,4,169,34,135,15,51.5,Operational,3.72,37.9,63.8
C0009341,RG0195,Pali,2026,1,193,41,152,18,49.2,Operational,3.95,36.1,65.4
C0009342,RG0195,Pali,2026,2,205,43,162,19,53.7,Operational,3.94,34.6,67.2
C0009343,RG0195,Pali,2026,3,220,46,174,21,51.5,Operational,3.94,35.4,66.3
C0009344,RG0195,Pali,2026,4,237,50,187,22,50.7,Operational,3.94,35.6,65.9
C0009345,RG0195,Pali,2027,1,268,59,209,27,56.4,Operational,4.17,31.0,70.9
C0009346,RG0195,Pali,2027,2,287,63,224,28,53.2,Operational,4.17,32.1,69.5
C0009347,RG0195,Pali,2027,3,306,67,239,30,52.8,Operational,4.18,32.1,69.5
C0009348,RG0195,Pali,2027,4,329,72,257,32,48.6,Operational,4.17,33.7,67.6
C0009349,RG0195,Pali,2028,1,367,84,283,38,53.7,Operational,4.39,29.4,72.2
C0009350,RG0195,Pali,2028,2,387,89,298,40,54.8,Operational,4.38,29.1,72.6
C0009351,RG0195,Pali,2028,3,411,95,316,43,54.3,Operational,4.39,29.2,72.5
C0009352,RG0195,Pali,2028,4,439,101,338,45,56.9,Operational,4.39,28.2,73.5
C0009353,RG0195,Pali,2029,1,488,117,371,53,55.2,Operational,4.61,26.3,75.3
C0009354,RG0195,Pali,2029,2,514,123,391,55,54.5,Operational,4.61,26.5,75.0
C0009355,RG0195,Pali,2029,3,546,131,415,59,54.4,Operational,4.61,26.6,74.9
C0009356,RG0195,Pali,2029,4,581,139,442,63,61.0,Operational,4.61,24.2,77.7
C0009357,RG0195,Pali,2030,1,644,161,483,72,56.9,Operational,4.83,23.1,78.4
C0009358,RG0195,Pali,2030,2,682,170,512,76,61.7,Operational,4.83,21.4,80.5
C0009359,RG0195,Pali,2030,3,726,182,544,82,63.1,Operational,4.83,20.9,81.1
C0009360,RG0195,Pali,2030,4,777,194,583,87,58.4,Operational,4.83,22.6,79.1
C0009361,RG0196,Gangtok,2019,1,1,0,1,0,25.7,Operational,2.75,58.6,41.8
C0009362,RG0196,Gangtok,2019,2,1,0,1,0,29.2,Operational,1.34,72.2,29.2
C0009363,RG0196,Gangtok,2019,3,2,0,2,0,27.4,Operational,1.7,69.1,32.0
C0009364,RG0196,Gangtok,2019,4,3,0,3,0,31.7,Operational,1.77,66.8,34.5
C0009365,RG0196,Gangtok,2020,1,4,1,3,0,29.6,Operational,1.8,67.0,34.2
C0009366,RG0196,Gangtok,2020,2,5,1,4,0,34.0,Operational,1.82,65.2,36.2
C0009367,RG0196,Gangtok,2020,3,6,1,5,0,27.3,Operational,1.81,67.7,33.3
C0009368,RG0196,Gangtok,2020,4,7,1,6,0,32.8,Operational,1.74,66.5,34.9
C0009369,RG0196,Gangtok,2021,1,10,2,8,1,36.6,Operational,2.17,60.4,41.1
C0009370,RG0196,Gangtok,2021,2,11,2,9,1,35.0,Operational,2.1,61.7,39.7
C0009371,RG0196,Gangtok,2021,3,12,2,10,1,36.7,Operational,2.03,61.8,39.7
C0009372,RG0196,Gangtok,2021,4,14,2,12,1,37.1,Operational,2.09,61.1,40.5
C0009373,RG0196,Gangtok,2022,1,17,3,14,1,38.9,Operational,2.3,58.0,43.6
C0009374,RG0196,Gangtok,2022,2,19,3,16,1,38.7,Operational,2.35,57.5,44.0
C0009375,RG0196,Gangtok,2022,3,20,3,17,1,32.6,Operational,2.24,60.8,40.3
C0009376,RG0196,Gangtok,2022,4,23,4,19,2,37.7,Operational,2.32,58.2,43.3
C0009377,RG0196,Gangtok,2023,1,27,5,22,2,35.2,Operational,2.49,57.0,44.2
C0009378,RG0196,Gangtok,2023,2,30,5,25,2,41.0,Operational,2.54,54.5,47.1
C0009379,RG0196,Gangtok,2023,3,32,6,26,3,41.5,Operational,2.5,54.7,46.9
C0009380,RG0196,Gangtok,2023,4,35,6,29,3,37.8,Operational,2.5,56.0,45.4
C0009381,RG0196,Gangtok,2024,1,41,8,33,4,41.2,Operational,2.74,52.1,49.5
C0009382,RG0196,Gangtok,2024,2,43,8,35,4,40.5,Operational,2.7,52.7,48.8
C0009383,RG0196,Gangtok,2024,3,46,9,37,4,39.0,Operational,2.7,53.2,48.1
C0009384,RG0196,Gangtok,2024,4,50,10,40,4,43.6,Operational,2.73,51.3,50.4
C0009385,RG0196,Gangtok,2025,1,58,12,46,5,40.7,Operational,2.95,49.8,51.6
C0009386,RG0196,Gangtok,2025,2,62,12,50,5,46.3,Operational,2.94,47.9,53.8
C0009387,RG0196,Gangtok,2025,3,66,13,53,6,44.1,Operational,2.93,48.8,52.8
C0009388,RG0196,Gangtok,2025,4,72,14,58,6,39.8,Operational,2.96,50.0,51.3
C0009389,RG0196,Gangtok,2026,1,81,17,64,8,48.0,Operational,3.15,44.9,56.9
C0009390,RG0196,Gangtok,2026,2,86,18,68,8,47.3,Operational,3.17,44.9,56.8
C0009391,RG0196,Gangtok,2026,3,91,19,72,9,47.7,Under Construction,3.17,44.8,57.0
C0009392,RG0196,Gangtok,2026,4,97,20,77,9,44.8,Under Construction,3.17,45.8,55.8
C0009393,RG0196,Gangtok,2027,1,110,24,86,11,51.0,Operational,3.4,41.0,60.9
C0009394,RG0196,Gangtok,2027,2,116,26,90,12,46.2,Operational,3.4,42.6,58.9
C0009395,RG0196,Gangtok,2027,3,122,27,95,12,45.2,Under Construction,3.38,43.2,58.3
C0009396,RG0196,Gangtok,2027,4,130,29,101,13,47.0,Under Construction,3.38,42.6,59.0
C0009397,RG0196,Gangtok,2028,1,146,34,112,15,49.9,Operational,3.59,39.1,62.6
C0009398,RG0196,Gangtok,2028,2,155,36,119,16,46.0,Operational,3.61,40.2,61.2
C0009399,RG0196,Gangtok,2028,3,164,38,126,17,51.6,Under Construction,3.61,38.3,63.5
C0009400,RG0196,Gangtok,2028,4,175,40,135,18,50.6,Under Construction,3.62,38.5,63.2
C0009401,RG0196,Gangtok,2029,1,194,47,147,21,54.7,Operational,3.82,34.7,67.2
C0009402,RG0196,Gangtok,2029,2,203,49,154,22,52.8,Operational,3.82,35.4,66.4
C0009403,RG0196,Gangtok,2029,3,213,51,162,23,52.2,Under Construction,3.82,35.6,66.1
C0009404,RG0196,Gangtok,2029,4,226,54,172,24,54.7,Planned,3.83,34.6,67.3
C0009405,RG0196,Gangtok,2030,1,250,62,188,28,56.0,Operational,4.04,31.7,70.2
C0009406,RG0196,Gangtok,2030,2,263,66,197,30,55.1,Operational,4.04,32.0,69.8
C0009407,RG0196,Gangtok,2030,3,278,70,208,32,52.3,Under Construction,4.05,32.9,68.7
C0009408,RG0196,Gangtok,2030,4,295,74,221,33,51.0,Planned,4.04,33.5,68.1
C0009409,RG0197,Namchi,2019,1,1,0,1,0,28.7,Operational,2.37,61.6,39.3
C0009410,RG0197,Namchi,2019,2,1,0,1,0,28.6,Operational,1.16,74.3,27.1
C0009411,RG0197,Namchi,2019,3,2,0,2,0,31.9,Operational,1.51,69.5,32.0
C0009412,RG0197,Namchi,2019,4,3,0,3,0,29.1,Operational,1.62,69.3,31.9
C0009413,RG0197,Namchi,2020,1,4,1,3,0,31.0,Operational,1.72,67.3,34.0
C0009414,RG0197,Namchi,2020,2,5,1,4,0,30.7,Operational,1.76,67.0,34.2
C0009415,RG0197,Namchi,2020,3,6,1,5,0,30.1,Operational,1.79,66.9,34.3
C0009416,RG0197,Namchi,2020,4,7,1,6,0,28.8,Operational,1.77,67.6,33.5
C0009417,RG0197,Namchi,2021,1,9,1,8,0,31.8,Operational,1.96,64.3,37.0
C0009418,RG0197,Namchi,2021,2,11,2,9,1,33.7,Operational,2.11,62.1,39.3
C0009419,RG0197,Namchi,2021,3,12,2,10,1,37.4,Operational,2.02,61.7,39.9
C0009420,RG0197,Namchi,2021,4,14,2,12,1,30.0,Operational,2.08,63.7,37.4
C0009421,RG0197,Namchi,2022,1,17,3,14,1,37.9,Operational,2.29,58.4,43.1
C0009422,RG0197,Namchi,2022,2,19,3,16,1,37.9,Operational,2.32,58.1,43.4
C0009423,RG0197,Namchi,2022,3,21,4,17,2,32.7,Operational,2.34,59.7,41.4
C0009424,RG0197,Namchi,2022,4,23,4,19,2,33.8,Operational,2.31,59.7,41.5
C0009425,RG0197,Namchi,2023,1,27,5,22,2,36.1,Operational,2.51,56.5,44.8
C0009426,RG0197,Namchi,2023,2,29,5,24,2,39.9,Operational,2.49,55.4,46.2
C0009427,RG0197,Namchi,2023,3,32,6,26,3,40.6,Operational,2.54,54.6,47.0
C0009428,RG0197,Namchi,2023,4,34,6,28,3,39.4,Operational,2.48,55.7,45.8
C0009429,RG0197,Namchi,2024,1,40,8,32,4,42.2,Operational,2.72,51.9,49.7
C0009430,RG0197,Namchi,2024,2,43,8,35,4,37.0,Operational,2.73,53.6,47.6
C0009431,RG0197,Namchi,2024,3,46,9,37,4,38.3,Operational,2.73,53.2,48.1
C0009432,RG0197,Namchi,2024,4,50,10,40,4,43.4,Operational,2.74,51.3,50.4
C0009433,RG0197,Namchi,2025,1,57,11,46,5,46.5,Operational,2.92,48.1,53.7
C0009434,RG0197,Namchi,2025,2,61,12,49,5,44.1,Operational,2.93,48.8,52.8
C0009435,RG0197,Namchi,2025,3,66,13,53,6,44.3,Operational,2.96,48.4,53.2
C0009436,RG0197,Namchi,2025,4,70,14,56,6,45.2,Operational,2.93,48.4,53.3
C0009437,RG0197,Namchi,2026,1,81,17,64,8,48.9,Operational,3.18,44.2,57.6
C0009438,RG0197,Namchi,2026,2,86,18,68,8,46.9,Operational,3.17,45.1,56.6
C0009439,RG0197,Namchi,2026,3,92,19,73,9,46.4,Under Construction,3.17,45.2,56.4
C0009440,RG0197,Namchi,2026,4,99,21,78,9,46.9,Under Construction,3.18,44.9,56.7
C0009441,RG0197,Namchi,2027,1,111,24,87,11,48.8,Operational,3.37,42.0,59.7
C0009442,RG0197,Namchi,2027,2,118,26,92,12,47.8,Operational,3.39,42.2,59.5
C0009443,RG0197,Namchi,2027,3,124,27,97,12,50.9,Under Construction,3.38,41.2,60.7
C0009444,RG0197,Namchi,2027,4,133,29,104,13,43.8,Under Construction,3.4,43.5,57.9
C0009445,RG0197,Namchi,2028,1,149,34,115,15,47.5,Operational,3.6,39.8,61.7
C0009446,RG0197,Namchi,2028,2,158,36,122,16,51.0,Operational,3.61,38.5,63.3
C0009447,RG0197,Namchi,2028,3,167,38,129,17,49.7,Under Construction,3.6,39.1,62.6
C0009448,RG0197,Namchi,2028,4,178,41,137,18,51.6,Under Construction,3.61,38.3,63.5
C0009449,RG0197,Namchi,2029,1,198,48,150,22,49.0,Operational,3.83,36.6,64.9
C0009450,RG0197,Namchi,2029,2,207,50,157,22,49.9,Operational,3.82,36.4,65.2
C0009451,RG0197,Namchi,2029,3,218,52,166,23,50.4,Under Construction,3.83,36.1,65.5
C0009452,RG0197,Namchi,2029,4,230,55,175,25,53.6,Planned,3.83,35.0,66.8
C0009453,RG0197,Namchi,2030,1,255,64,191,29,54.1,Operational,4.04,32.4,69.4
C0009454,RG0197,Namchi,2030,2,268,67,201,30,56.8,Operational,4.04,31.5,70.5
C0009455,RG0197,Namchi,2030,3,282,70,212,32,57.3,Under Construction,4.05,31.2,70.8
C0009456,RG0197,Namchi,2030,4,298,74,224,33,54.4,Planned,4.04,32.3,69.5
C0009457,RG0198,Gyalshing,2019,1,1,0,1,0,26.2,Operational,2.51,61.0,39.6
C0009458,RG0198,Gyalshing,2019,2,1,0,1,0,30.3,Operational,1.24,72.9,28.6
C0009459,RG0198,Gyalshing,2019,3,2,0,2,0,30.6,Operational,1.61,68.9,32.5
C0009460,RG0198,Gyalshing,2019,4,3,0,3,0,25.5,Operational,1.72,69.5,31.4
C0009461,RG0198,Gyalshing,2020,1,4,1,3,0,27.5,Operational,1.77,68.0,33.0
C0009462,RG0198,Gyalshing,2020,2,5,1,4,0,34.6,Operational,1.82,65.0,36.5
C0009463,RG0198,Gyalshing,2020,3,6,1,5,0,28.5,Operational,1.82,67.2,33.9
C0009464,RG0198,Gyalshing,2020,4,7,1,6,0,31.1,Operational,1.77,66.8,34.5
C0009465,RG0198,Gyalshing,2021,1,9,1,8,0,34.4,Operational,1.97,63.3,38.1
C0009466,RG0198,Gyalshing,2021,2,11,2,9,1,31.6,Operational,2.11,62.8,38.4
C0009467,RG0198,Gyalshing,2021,3,12,2,10,1,34.8,Operational,2.04,62.4,39.0
C0009468,RG0198,Gyalshing,2021,4,14,2,12,1,37.1,Operational,2.08,61.2,40.4
C0009469,RG0198,Gyalshing,2022,1,17,3,14,1,32.3,Operational,2.29,60.4,40.7
C0009470,RG0198,Gyalshing,2022,2,19,3,16,1,36.3,Operational,2.32,58.7,42.7
C0009471,RG0198,Gyalshing,2022,3,21,4,17,2,32.8,Operational,2.33,59.8,41.3
C0009472,RG0198,Gyalshing,2022,4,23,4,19,2,38.3,Operational,2.3,58.2,43.3
C0009473,RG0198,Gyalshing,2023,1,27,5,22,2,41.8,Operational,2.49,54.7,47.0
C0009474,RG0198,Gyalshing,2023,2,29,5,24,2,40.4,Operational,2.48,55.3,46.3
C0009475,RG0198,Gyalshing,2023,3,32,6,26,3,40.4,Operational,2.53,54.8,46.8
C0009476,RG0198,Gyalshing,2023,4,35,6,29,3,35.6,Operational,2.54,56.4,44.9
C0009477,RG0198,Gyalshing,2024,1,40,8,32,4,43.6,Operational,2.7,51.6,50.1
