sales_id,region_id,year,quarter,ev_sales,ev_registrations,total_vehicle_registrations,ev_penetration_pct,yoy_growth_pct,cagr_3yr,ev_market_maturity,ev_growth_segment,ev_adoption_stage
S0012189,RG0254,2030,1,5788,98398,1217270,8.08,32.42,29.29,Mature,High,Accelerated
S0012190,RG0254,2030,2,5710,104108,1275286,8.16,25.49,28.81,Mature,High,Accelerated
S0012191,RG0254,2030,3,6581,110689,1342743,8.24,40.35,30.86,Mature,High,Accelerated
S0012192,RG0254,2030,4,7509,118198,1420052,8.32,24.22,26.01,Mature,Moderate,Accelerated
S0012193,RG0255,2019,1,383,383,65638,0.58,0.0,0.0,Early,Low,Pilot
S0012194,RG0255,2019,2,419,802,120874,0.66,0.0,0.0,Early,Low,Pilot
S0012195,RG0255,2019,3,423,1225,164761,0.74,0.0,0.0,Early,Low,Pilot
S0012196,RG0255,2019,4,529,1754,212993,0.82,0.0,0.0,Early,Low,Pilot
S0012197,RG0255,2020,1,425,2179,176652,1.23,10.97,0.0,Early,Moderate,Early Adoption
S0012198,RG0255,2020,2,466,2645,201370,1.31,11.22,0.0,Early,Moderate,Early Adoption
S0012199,RG0255,2020,3,488,3133,224830,1.39,15.37,0.0,Early,Moderate,Early Adoption
S0012200,RG0255,2020,4,570,3703,251306,1.47,7.75,0.0,Early,Low,Early Adoption
S0012201,RG0255,2021,1,564,4267,226546,1.88,32.71,0.0,Emerging,High,Early Adoption
S0012202,RG0255,2021,2,580,4847,246855,1.96,24.46,0.0,Emerging,Moderate,Early Adoption
S0012203,RG0255,2021,3,626,5473,267825,2.04,28.28,0.0,Emerging,High,Early Adoption
S0012204,RG0255,2021,4,811,6284,295927,2.12,42.28,0.0,Emerging,High,Early Adoption
S0012205,RG0255,2022,1,626,6910,272745,2.53,10.99,17.79,Emerging,Moderate,Early Adoption
S0012206,RG0255,2022,2,644,7554,289038,2.61,11.03,15.4,Emerging,Moderate,Early Adoption
S0012207,RG0255,2022,3,689,8243,306033,2.69,10.06,17.66,Emerging,Moderate,Early Adoption
S0012208,RG0255,2022,4,838,9081,327420,2.77,3.33,16.57,Emerging,Low,Early Adoption
S0012209,RG0255,2023,1,805,9886,310539,3.18,28.59,23.73,Emerging,High,Early Adoption
S0012210,RG0255,2023,2,890,10776,330198,3.26,38.2,24.07,Emerging,High,Early Adoption
S0012211,RG0255,2023,3,1002,11778,352266,3.34,45.43,27.1,Emerging,Hyper,Early Adoption
S0012212,RG0255,2023,4,1189,12967,378764,3.42,41.89,27.77,Emerging,High,Early Adoption
S0012213,RG0255,2024,1,1041,14008,365410,3.83,29.32,22.67,Emerging,High,Growth
S0012214,RG0255,2024,2,1069,15077,385256,3.91,20.11,22.61,Emerging,Moderate,Growth
S0012215,RG0255,2024,3,1100,16177,405083,3.99,9.78,20.67,Emerging,Low,Growth
S0012216,RG0255,2024,4,1375,17552,430883,4.07,15.64,19.24,Scaling,Moderate,Growth
S0012217,RG0255,2025,1,1216,18768,418602,4.48,16.81,24.77,Scaling,Moderate,Growth
S0012218,RG0255,2025,2,1308,20076,439925,4.56,22.36,26.64,Scaling,Moderate,Growth
S0012219,RG0255,2025,3,1425,21501,463034,4.64,29.55,27.41,Scaling,High,Growth
S0012220,RG0255,2025,4,1578,23079,488600,4.72,14.76,23.49,Scaling,Moderate,Growth
S0012221,RG0255,2026,1,1328,24407,475446,5.13,9.21,18.16,Scaling,Low,Growth
S0012222,RG0255,2026,2,1382,25789,494658,5.21,5.66,15.8,Scaling,Low,Growth
S0012223,RG0255,2026,3,1440,27229,514386,5.29,1.05,12.85,Scaling,Low,Growth
S0012224,RG0255,2026,4,1833,29062,540839,5.37,16.16,15.52,Scaling,Moderate,Growth
S0012225,RG0255,2027,1,1656,30718,531132,5.78,24.7,16.74,Scaling,Moderate,Growth
S0012226,RG0255,2027,2,1744,32462,553628,5.86,26.19,17.72,Scaling,High,Growth
S0012227,RG0255,2027,3,1962,34424,579187,5.94,36.25,21.27,Scaling,High,Growth
S0012228,RG0255,2027,4,2374,36798,610907,6.02,29.51,19.97,Scaling,High,Growth
S0012229,RG0255,2028,1,2027,38825,603482,6.43,22.4,18.57,Scaling,Moderate,Growth
S0012230,RG0255,2028,2,2188,41013,629661,6.51,25.46,18.71,Scaling,High,Growth
S0012231,RG0255,2028,3,2419,43432,658709,6.59,23.29,19.29,Scaling,Moderate,Growth
S0012232,RG0255,2028,4,3044,46476,696426,6.67,28.22,24.48,Scaling,High,Growth
S0012233,RG0255,2029,1,2425,48901,690351,7.08,19.63,22.23,Scaling,Moderate,Growth
S0012234,RG0255,2029,2,2567,51468,718476,7.16,17.32,22.92,Scaling,Moderate,Growth
S0012235,RG0255,2029,3,2833,54301,749651,7.24,17.11,25.3,Scaling,Moderate,Growth
S0012236,RG0255,2029,4,3595,57896,790551,7.32,18.1,25.17,Scaling,Moderate,Growth
S0012237,RG0255,2030,1,3171,61067,789642,7.73,30.76,24.18,Scaling,High,Accelerated
S0012238,RG0255,2030,2,3040,64107,820465,7.81,18.43,20.35,Scaling,Moderate,Accelerated
S0012239,RG0255,2030,3,3355,67462,854653,7.89,18.43,19.58,Scaling,Moderate,Accelerated
S0012240,RG0255,2030,4,3955,71417,895679,7.97,10.01,18.55,Scaling,Moderate,Accelerated
S0012241,RG0256,2019,1,299,299,62098,0.48,0.0,0.0,Early,Low,Pilot
S0012242,RG0256,2019,2,296,595,105966,0.56,0.0,0.0,Early,Low,Pilot
S0012243,RG0256,2019,3,325,920,143414,0.64,0.0,0.0,Early,Low,Pilot
S0012244,RG0256,2019,4,411,1331,184477,0.72,0.0,0.0,Early,Low,Pilot
S0012245,RG0256,2020,1,347,1678,148299,1.13,16.05,0.0,Early,Moderate,Early Adoption
S0012246,RG0256,2020,2,371,2049,169129,1.21,25.34,0.0,Early,High,Early Adoption
S0012247,RG0256,2020,3,420,2469,191173,1.29,29.23,0.0,Early,High,Early Adoption
S0012248,RG0256,2020,4,478,2947,214874,1.37,16.3,0.0,Early,Moderate,Early Adoption
S0012249,RG0256,2021,1,434,3381,189784,1.78,25.07,0.0,Emerging,High,Early Adoption
S0012250,RG0256,2021,2,420,3801,204190,1.86,13.21,0.0,Emerging,Moderate,Early Adoption
S0012251,RG0256,2021,3,481,4282,220551,1.94,14.52,0.0,Emerging,Moderate,Early Adoption
S0012252,RG0256,2021,4,594,4876,241207,2.02,24.27,0.0,Emerging,Moderate,Early Adoption
S0012253,RG0256,2022,1,543,5419,222867,2.43,25.12,22.0,Emerging,High,Early Adoption
S0012254,RG0256,2022,2,567,5986,238344,2.51,35.0,24.19,Emerging,High,Early Adoption
S0012255,RG0256,2022,3,601,6587,254177,2.59,24.95,22.74,Emerging,Moderate,Early Adoption
S0012256,RG0256,2022,4,742,7329,274340,2.67,24.92,21.76,Emerging,Moderate,Early Adoption
S0012257,RG0256,2023,1,587,7916,256888,3.08,8.1,19.15,Emerging,Low,Early Adoption
S0012258,RG0256,2023,2,602,8518,269429,3.16,6.17,17.51,Emerging,Low,Early Adoption
S0012259,RG0256,2023,3,647,9165,282739,3.24,7.65,15.49,Emerging,Low,Early Adoption
S0012260,RG0256,2023,4,785,9950,299563,3.32,5.8,17.98,Emerging,Low,Early Adoption
S0012261,RG0256,2024,1,759,10709,286989,3.73,29.3,20.48,Emerging,High,Growth
S0012262,RG0256,2024,2,821,11530,302506,3.81,36.38,25.03,Emerging,High,Growth
S0012263,RG0256,2024,3,857,12387,318309,3.89,32.46,21.23,Emerging,High,Growth
S0012264,RG0256,2024,4,1006,13393,337228,3.97,28.15,19.2,Emerging,High,Growth
S0012265,RG0256,2025,1,867,14260,325459,4.38,14.23,16.88,Scaling,Moderate,Growth
S0012266,RG0256,2025,2,895,15155,339684,4.46,9.01,16.43,Scaling,Low,Growth
S0012267,RG0256,2025,3,938,16093,354354,4.54,9.45,16.0,Scaling,Low,Growth
S0012268,RG0256,2025,4,1220,17313,374619,4.62,21.27,18.03,Scaling,Moderate,Growth
S0012269,RG0256,2026,1,1005,18318,364066,5.03,15.92,19.63,Scaling,Moderate,Growth
S0012270,RG0256,2026,2,1094,19412,379771,5.11,22.23,22.03,Scaling,Moderate,Growth
S0012271,RG0256,2026,3,1105,20517,395204,5.19,17.8,19.53,Scaling,Moderate,Growth
S0012272,RG0256,2026,4,1447,21964,416656,5.27,18.61,22.61,Scaling,Moderate,Growth
S0012273,RG0256,2027,1,1212,23176,407920,5.68,20.6,16.88,Scaling,Moderate,Growth
S0012274,RG0256,2027,2,1368,24544,426000,5.76,25.05,18.55,Scaling,High,Growth
S0012275,RG0256,2027,3,1384,25928,443859,5.84,25.25,17.32,Scaling,High,Growth
S0012276,RG0256,2027,4,1643,27571,465608,5.92,13.55,17.76,Scaling,Moderate,Growth
S0012277,RG0256,2028,1,1463,29034,458564,6.33,20.71,19.05,Scaling,Moderate,Growth
S0012278,RG0256,2028,2,1584,30618,477548,6.41,15.79,20.96,Scaling,Moderate,Growth
S0012279,RG0256,2028,3,1621,32239,496634,6.49,17.12,20.0,Scaling,Moderate,Growth
S0012280,RG0256,2028,4,1951,34190,520277,6.57,18.75,16.94,Scaling,Moderate,Growth
S0012281,RG0256,2029,1,1654,35844,513414,6.98,13.06,18.07,Scaling,Moderate,Growth
S0012282,RG0256,2029,2,1728,37572,532068,7.06,9.09,16.46,Scaling,Low,Growth
S0012283,RG0256,2029,3,1800,39372,551313,7.14,11.04,17.66,Scaling,Moderate,Growth
S0012284,RG0256,2029,4,2243,41615,576265,7.22,14.97,15.73,Scaling,Moderate,Growth
S0012285,RG0256,2030,1,2186,43801,573950,7.63,32.16,21.73,Scaling,High,Accelerated
S0012286,RG0256,2030,2,2293,46094,597731,7.71,32.7,18.79,Scaling,High,Accelerated
S0012287,RG0256,2030,3,2345,48439,621690,7.79,30.28,19.22,Scaling,High,Accelerated
S0012288,RG0256,2030,4,2933,51372,652633,7.87,30.76,21.31,Scaling,High,Accelerated
S0012289,RG0257,2019,1,349,349,72482,0.48,0.0,0.0,Early,Low,Pilot
S0012290,RG0257,2019,2,354,703,125200,0.56,0.0,0.0,Early,Low,Pilot
S0012291,RG0257,2019,3,380,1083,168823,0.64,0.0,0.0,Early,Low,Pilot
S0012292,RG0257,2019,4,469,1552,215107,0.72,0.0,0.0,Early,Low,Pilot
S0012293,RG0257,2020,1,403,1955,172779,1.13,15.47,0.0,Early,Moderate,Early Adoption
S0012294,RG0257,2020,2,430,2385,196863,1.21,21.47,0.0,Early,Moderate,Early Adoption
S0012295,RG0257,2020,3,463,2848,220519,1.29,21.84,0.0,Early,Moderate,Early Adoption
S0012296,RG0257,2020,4,550,3398,247758,1.37,17.27,0.0,Early,Moderate,Early Adoption
S0012297,RG0257,2021,1,502,3900,218917,1.78,24.57,0.0,Emerging,Moderate,Early Adoption
S0012298,RG0257,2021,2,507,4407,236745,1.86,17.91,0.0,Emerging,Moderate,Early Adoption
S0012299,RG0257,2021,3,595,5002,257636,1.94,28.51,0.0,Emerging,High,Early Adoption
S0012300,RG0257,2021,4,714,5716,282760,2.02,29.82,0.0,Emerging,High,Early Adoption
S0012301,RG0257,2022,1,595,6311,259552,2.43,18.53,19.46,Emerging,Moderate,Early Adoption
S0012302,RG0257,2022,2,662,6973,277643,2.51,30.57,23.2,Emerging,High,Early Adoption
S0012303,RG0257,2022,3,726,7699,297087,2.59,22.02,24.08,Emerging,Moderate,Early Adoption
S0012304,RG0257,2022,4,862,8561,320457,2.67,20.73,22.49,Emerging,Moderate,Early Adoption
S0012305,RG0257,2023,1,692,9253,300276,3.08,16.3,19.75,Emerging,Moderate,Early Adoption
S0012306,RG0257,2023,2,748,10001,316337,3.16,12.99,20.27,Emerging,Moderate,Early Adoption
S0012307,RG0257,2023,3,854,10855,334876,3.24,17.63,22.64,Emerging,Moderate,Early Adoption
S0012308,RG0257,2023,4,957,11812,355622,3.32,11.02,20.28,Emerging,Moderate,Early Adoption
S0012309,RG0257,2024,1,876,12688,340024,3.73,26.59,20.39,Emerging,High,Growth
S0012310,RG0257,2024,2,914,13602,356867,3.81,22.19,21.71,Emerging,Moderate,Growth
S0012311,RG0257,2024,3,932,14534,373481,3.89,9.13,16.14,Emerging,Low,Growth
S0012312,RG0257,2024,4,1193,15727,395996,3.97,24.66,18.66,Emerging,Moderate,Growth
S0012313,RG0257,2025,1,1136,16863,384868,4.38,29.68,24.06,Scaling,High,Growth
S0012314,RG0257,2025,2,1099,17962,402600,4.46,20.24,18.41,Scaling,Moderate,Growth
S0012315,RG0257,2025,3,1266,19228,423384,4.54,35.84,20.36,Scaling,High,Growth
S0012316,RG0257,2025,4,1534,20762,449248,4.62,28.58,21.18,Scaling,High,Growth
S0012317,RG0257,2026,1,1304,22066,438557,5.03,14.79,23.52,Scaling,Moderate,Growth
S0012318,RG0257,2026,2,1390,23456,458887,5.11,26.48,22.94,Scaling,High,Growth
S0012319,RG0257,2026,3,1499,24955,480690,5.19,18.4,20.63,Scaling,Moderate,Growth
S0012320,RG0257,2026,4,1698,26653,505606,5.27,10.69,21.06,Scaling,Moderate,Growth
S0012321,RG0257,2027,1,1434,28087,494359,5.68,9.97,17.86,Scaling,Low,Growth
S0012322,RG0257,2027,2,1603,29690,515317,5.76,15.32,20.59,Scaling,Moderate,Growth
S0012323,RG0257,2027,3,1719,31409,537687,5.84,14.68,22.64,Scaling,Moderate,Growth
S0012324,RG0257,2027,4,2040,33449,564874,5.92,20.14,19.58,Scaling,Moderate,Growth
S0012325,RG0257,2028,1,1626,35075,553976,6.33,13.39,12.7,Scaling,Moderate,Growth
S0012326,RG0257,2028,2,1715,36790,573813,6.41,6.99,15.99,Scaling,Low,Growth
S0012327,RG0257,2028,3,1851,38641,595255,6.49,7.68,13.5,Scaling,Low,Growth
S0012328,RG0257,2028,4,2216,40857,621730,6.57,8.63,13.04,Scaling,Low,Growth
S0012329,RG0257,2029,1,2193,43050,616630,6.98,34.87,18.92,Scaling,High,Growth
S0012330,RG0257,2029,2,2188,45238,640629,7.06,27.58,16.33,Scaling,High,Growth
S0012331,RG0257,2029,3,2378,47616,666751,7.14,28.47,16.63,Scaling,High,Growth
S0012332,RG0257,2029,4,2883,50499,699287,7.22,30.1,19.3,Scaling,High,Growth
S0012333,RG0257,2030,1,2250,52749,691201,7.63,2.6,16.2,Scaling,Low,Accelerated
S0012334,RG0257,2030,2,2471,55220,716073,7.71,12.93,15.52,Scaling,Moderate,Accelerated
S0012335,RG0257,2030,3,2564,57784,741629,7.79,7.82,14.26,Scaling,Low,Accelerated
S0012336,RG0257,2030,4,3068,60852,773067,7.87,6.42,14.57,Scaling,Low,Accelerated
S0012337,RG0258,2019,1,949,949,80424,1.18,0.0,0.0,Early,Low,Early Adoption
S0012338,RG0258,2019,2,969,1918,152222,1.26,0.0,0.0,Early,Low,Early Adoption
S0012339,RG0258,2019,3,1087,3005,224254,1.34,0.0,0.0,Early,Low,Early Adoption
S0012340,RG0258,2019,4,1305,4310,303521,1.42,0.0,0.0,Early,Low,Early Adoption
S0012341,RG0258,2020,1,1170,5480,299454,1.83,23.29,0.0,Emerging,Moderate,Early Adoption
S0012342,RG0258,2020,2,1158,6638,347539,1.91,19.5,0.0,Emerging,Moderate,Early Adoption
S0012343,RG0258,2020,3,1359,7997,401859,1.99,25.02,0.0,Emerging,High,Early Adoption
S0012344,RG0258,2020,4,1652,9649,466135,2.07,26.59,0.0,Emerging,High,Early Adoption
S0012345,RG0258,2021,1,1691,11340,457258,2.48,44.53,0.0,Emerging,High,Early Adoption
S0012346,RG0258,2021,2,1804,13144,513437,2.56,55.79,0.0,Emerging,Hyper,Early Adoption
S0012347,RG0258,2021,3,1894,15038,569621,2.64,39.37,0.0,Emerging,High,Early Adoption
S0012348,RG0258,2021,4,2186,17224,633235,2.72,32.32,0.0,Emerging,High,Early Adoption
S0012349,RG0258,2022,1,1973,19197,613323,3.13,16.68,27.63,Emerging,Moderate,Early Adoption
S0012350,RG0258,2022,2,1968,21165,659346,3.21,9.09,26.64,Emerging,Low,Early Adoption
S0012351,RG0258,2022,3,2300,23465,713222,3.29,21.44,28.38,Emerging,Moderate,Early Adoption
S0012352,RG0258,2022,4,2571,26036,772582,3.37,17.61,25.36,Emerging,Moderate,Early Adoption
S0012353,RG0258,2023,1,2479,28515,754365,3.78,25.65,28.44,Emerging,High,Growth
S0012354,RG0258,2023,2,2726,31241,809352,3.86,38.52,33.03,Emerging,High,Growth
S0012355,RG0258,2023,3,2755,33996,862843,3.94,19.78,26.56,Emerging,Moderate,Growth
S0012356,RG0258,2023,4,3521,37517,933259,4.02,36.95,28.69,Scaling,High,Growth
S0012357,RG0258,2024,1,3610,41127,928375,4.43,45.62,28.76,Scaling,Hyper,Growth
S0012358,RG0258,2024,2,3623,44750,992239,4.51,32.91,26.17,Scaling,High,Growth
S0012359,RG0258,2024,3,4073,48823,1063682,4.59,47.84,29.08,Scaling,Hyper,Growth
S0012360,RG0258,2024,4,4897,53720,1150321,4.67,39.08,30.85,Scaling,High,Growth
S0012361,RG0258,2025,1,3976,57696,1135748,5.08,10.14,26.31,Scaling,Moderate,Growth
S0012362,RG0258,2025,2,4363,62059,1202694,5.16,20.43,30.39,Scaling,Moderate,Growth
S0012363,RG0258,2025,3,4781,66840,1275573,5.24,17.38,27.62,Scaling,Moderate,Growth
S0012364,RG0258,2025,4,5741,72581,1364305,5.32,17.24,30.71,Scaling,Moderate,Growth
S0012365,RG0258,2026,1,5891,78472,1369494,5.73,48.16,33.45,Scaling,Hyper,Growth
S0012366,RG0258,2026,2,6256,84728,1458313,5.81,43.39,31.9,Scaling,High,Growth
S0012367,RG0258,2026,3,6610,91338,1550730,5.89,38.26,33.87,Scaling,High,Growth
S0012368,RG0258,2026,4,7535,98873,1656164,5.97,31.25,28.87,Scaling,High,Growth
S0012369,RG0258,2027,1,6795,105668,1656238,6.38,15.35,23.47,Scaling,Moderate,Growth
S0012370,RG0258,2027,2,7327,112995,1749149,6.46,17.12,26.46,Scaling,Moderate,Growth
S0012371,RG0258,2027,3,8068,121063,1851116,6.54,22.06,25.59,Scaling,Moderate,Growth
S0012372,RG0258,2027,4,9753,130816,1976073,6.62,29.44,25.82,Scaling,High,Growth
S0012373,RG0258,2028,1,8733,139549,1985050,7.03,28.52,29.99,Scaling,High,Growth
S0012374,RG0258,2028,2,9151,148700,2091421,7.11,24.89,28.01,Scaling,Moderate,Growth
S0012375,RG0258,2028,3,9571,158271,2201266,7.19,18.63,26.03,Scaling,Moderate,Growth
S0012376,RG0258,2028,4,11466,169737,2334759,7.27,17.56,25.93,Scaling,Moderate,Growth
S0012377,RG0258,2029,1,12419,182156,2371823,7.68,42.21,28.22,Scaling,High,Accelerated
S0012378,RG0258,2029,2,12506,194662,2508531,7.76,36.66,25.97,Scaling,High,Accelerated
S0012379,RG0258,2029,3,13690,208352,2657551,7.84,43.04,27.47,Scaling,High,Accelerated
S0012380,RG0258,2029,4,15665,224017,2828497,7.92,36.62,27.63,Scaling,High,Accelerated
S0012381,RG0258,2030,1,14366,238383,2861741,8.33,15.68,28.35,Mature,Moderate,Accelerated
S0012382,RG0258,2030,2,15151,253534,3014673,8.41,21.15,27.4,Mature,Moderate,Accelerated
S0012383,RG0258,2030,3,17005,270539,3186561,8.49,24.21,28.21,Mature,Moderate,Accelerated
S0012384,RG0258,2030,4,19183,289722,3380653,8.57,22.46,25.29,Mature,Moderate,Accelerated
S0012385,RG0259,2019,1,617,617,87829,0.7,0.0,0.0,Early,Low,Pilot
S0012386,RG0259,2019,2,642,1259,160895,0.78,0.0,0.0,Early,Low,Pilot
S0012387,RG0259,2019,3,651,1910,221449,0.86,0.0,0.0,Early,Low,Pilot
S0012388,RG0259,2019,4,856,2766,293475,0.94,0.0,0.0,Early,Low,Pilot
S0012389,RG0259,2020,1,817,3583,264917,1.35,32.41,0.0,Early,High,Early Adoption
S0012390,RG0259,2020,2,873,4456,311065,1.43,35.98,0.0,Early,High,Early Adoption
S0012391,RG0259,2020,3,935,5391,356430,1.51,43.63,0.0,Emerging,High,Early Adoption
S0012392,RG0259,2020,4,1116,6507,408603,1.59,30.37,0.0,Emerging,High,Early Adoption
S0012393,RG0259,2021,1,1006,7513,375181,2.0,23.13,0.0,Emerging,Moderate,Early Adoption
S0012394,RG0259,2021,2,1008,8521,409172,2.08,15.46,0.0,Emerging,Moderate,Early Adoption
S0012395,RG0259,2021,3,1111,9632,445410,2.16,18.82,0.0,Emerging,Moderate,Early Adoption
S0012396,RG0259,2021,4,1285,10917,486823,2.24,15.14,0.0,Emerging,Moderate,Early Adoption
S0012397,RG0259,2022,1,1092,12009,452743,2.65,8.55,20.96,Emerging,Low,Early Adoption
S0012398,RG0259,2022,2,1195,13204,483220,2.73,18.55,23.01,Emerging,Moderate,Early Adoption
S0012399,RG0259,2022,3,1297,14501,515591,2.81,16.74,25.83,Emerging,Moderate,Early Adoption
S0012400,RG0259,2022,4,1479,15980,552463,2.89,15.1,20.0,Emerging,Moderate,Early Adoption
S0012401,RG0259,2023,1,1440,17420,527479,3.3,31.87,20.79,Emerging,High,Early Adoption
S0012402,RG0259,2023,2,1417,18837,556896,3.38,18.58,17.52,Emerging,Moderate,Early Adoption
S0012403,RG0259,2023,3,1558,20395,589025,3.46,20.12,18.55,Emerging,Moderate,Early Adoption
S0012404,RG0259,2023,4,1994,22389,632011,3.54,34.82,21.34,Emerging,High,Growth
S0012405,RG0259,2024,1,1771,24160,611259,3.95,22.99,20.75,Emerging,Moderate,Growth
S0012406,RG0259,2024,2,1807,25967,643943,4.03,27.52,21.48,Scaling,High,Growth
S0012407,RG0259,2024,3,2092,28059,682286,4.11,34.27,23.49,Scaling,High,Growth
S0012408,RG0259,2024,4,2520,30579,729374,4.19,26.38,25.17,Scaling,High,Growth
S0012409,RG0259,2025,1,2285,32864,714047,4.6,29.02,27.91,Scaling,High,Growth
S0012410,RG0259,2025,2,2360,35224,752248,4.68,30.6,25.46,Scaling,High,Growth
S0012411,RG0259,2025,3,2486,37710,791811,4.76,18.83,24.22,Scaling,Moderate,Growth
S0012412,RG0259,2025,4,3161,40871,844006,4.84,25.44,28.81,Scaling,High,Growth
S0012413,RG0259,2026,1,2808,43679,831585,5.25,22.89,24.93,Scaling,Moderate,Growth
S0012414,RG0259,2026,2,2962,46641,874655,5.33,25.51,27.86,Scaling,High,Growth
S0012415,RG0259,2026,3,3014,49655,917413,5.41,21.24,24.6,Scaling,Moderate,Growth
S0012416,RG0259,2026,4,3790,53445,973054,5.49,19.9,23.87,Scaling,Moderate,Growth
S0012417,RG0259,2027,1,3280,56725,961033,5.9,16.81,22.81,Scaling,Moderate,Growth
S0012418,RG0259,2027,2,3241,59966,1002357,5.98,9.42,21.5,Scaling,Low,Growth
S0012419,RG0259,2027,3,3564,63530,1047918,6.06,18.25,19.43,Scaling,Moderate,Growth
S0012420,RG0259,2027,4,4262,67792,1103655,6.14,12.45,19.14,Scaling,Moderate,Growth
S0012421,RG0259,2028,1,4356,72148,1101076,6.55,32.8,23.99,Scaling,High,Growth
S0012422,RG0259,2028,2,4381,76529,1153848,6.63,35.17,22.9,Scaling,High,Growth
S0012423,RG0259,2028,3,4931,81460,1213557,6.71,38.36,25.64,Scaling,High,Growth
S0012424,RG0259,2028,4,5467,86927,1279750,6.79,28.27,20.04,Scaling,High,Growth
S0012425,RG0259,2029,1,4527,91454,1269754,7.2,3.93,17.26,Scaling,Low,Growth
S0012426,RG0259,2029,2,4820,96274,1321991,7.28,10.02,17.62,Scaling,Moderate,Growth
S0012427,RG0259,2029,3,5600,101874,1383688,7.36,13.57,22.94,Scaling,Moderate,Growth
S0012428,RG0259,2029,4,6773,108647,1459819,7.44,23.89,21.35,Scaling,Moderate,Growth
S0012429,RG0259,2030,1,5638,114285,1455396,7.85,24.54,19.79,Scaling,Moderate,Accelerated
S0012430,RG0259,2030,2,5702,119987,1512600,7.93,18.3,20.72,Scaling,Moderate,Accelerated
S0012431,RG0259,2030,3,6781,126768,1582128,8.01,21.09,23.91,Mature,Moderate,Accelerated
S0012432,RG0259,2030,4,8004,134772,1665394,8.09,18.18,23.38,Mature,Moderate,Accelerated
S0012433,RG0260,2019,1,610,610,86833,0.7,0.0,0.0,Early,Low,Pilot
S0012434,RG0260,2019,2,643,1253,160128,0.78,0.0,0.0,Early,Low,Pilot
S0012435,RG0260,2019,3,712,1965,227826,0.86,0.0,0.0,Early,Low,Pilot
S0012436,RG0260,2019,4,898,2863,303767,0.94,0.0,0.0,Early,Low,Pilot
S0012437,RG0260,2020,1,836,3699,273494,1.35,37.05,0.0,Early,High,Early Adoption
S0012438,RG0260,2020,2,880,4579,319651,1.43,36.86,0.0,Early,High,Early Adoption
S0012439,RG0260,2020,3,888,5467,361455,1.51,24.72,0.0,Emerging,Moderate,Early Adoption
S0012440,RG0260,2020,4,1084,6551,411366,1.59,20.71,0.0,Emerging,Moderate,Early Adoption
S0012441,RG0260,2021,1,1023,7574,378227,2.0,22.37,0.0,Emerging,Moderate,Early Adoption
S0012442,RG0260,2021,2,1068,8642,414982,2.08,21.36,0.0,Emerging,Moderate,Early Adoption
S0012443,RG0260,2021,3,1239,9881,456925,2.16,39.53,0.0,Emerging,High,Early Adoption
S0012444,RG0260,2021,4,1530,11411,508852,2.24,41.14,0.0,Emerging,High,Early Adoption
S0012445,RG0260,2022,1,1259,12670,477663,2.65,23.07,27.32,Emerging,Moderate,Early Adoption
S0012446,RG0260,2022,2,1346,14016,512937,2.73,26.03,27.92,Emerging,High,Early Adoption
S0012447,RG0260,2022,3,1485,15501,551147,2.81,19.85,27.77,Emerging,Moderate,Early Adoption
S0012448,RG0260,2022,4,1726,17227,595575,2.89,12.81,24.33,Emerging,Moderate,Early Adoption
S0012449,RG0260,2023,1,1692,18919,572869,3.3,34.39,26.49,Emerging,High,Early Adoption
S0012450,RG0260,2023,2,1705,20624,609727,3.38,26.67,24.67,Emerging,High,Early Adoption
S0012451,RG0260,2023,3,1891,22515,650253,3.46,27.34,28.65,Emerging,High,Early Adoption
S0012452,RG0260,2023,4,2153,24668,696344,3.54,24.74,25.7,Emerging,Moderate,Growth
S0012453,RG0260,2024,1,1948,26616,673397,3.95,15.13,23.95,Emerging,Moderate,Growth
S0012454,RG0260,2024,2,2105,28721,712238,4.03,23.46,25.38,Scaling,Moderate,Growth
S0012455,RG0260,2024,3,2289,31010,754043,4.11,21.05,22.7,Scaling,Moderate,Growth
S0012456,RG0260,2024,4,2579,33589,801169,4.19,19.79,19.01,Scaling,Moderate,Growth
S0012457,RG0260,2025,1,2303,35892,779837,4.6,18.22,22.3,Scaling,Moderate,Growth
S0012458,RG0260,2025,2,2413,38305,818046,4.68,14.63,21.48,Scaling,Moderate,Growth
S0012459,RG0260,2025,3,2765,41070,862362,4.76,20.8,23.02,Scaling,Moderate,Growth
S0012460,RG0260,2025,4,3038,44108,910852,4.84,17.8,20.74,Scaling,Moderate,Growth
S0012461,RG0260,2026,1,2736,46844,891842,5.25,18.8,17.37,Scaling,Moderate,Growth
S0012462,RG0260,2026,2,2850,49694,931908,5.33,18.11,18.68,Scaling,Moderate,Growth
S0012463,RG0260,2026,3,3117,52811,975723,5.41,12.73,18.13,Scaling,Moderate,Growth
S0012464,RG0260,2026,4,3848,56659,1031570,5.49,26.66,21.36,Scaling,High,Growth
S0012465,RG0260,2027,1,3759,60418,1023600,5.9,37.39,24.5,Scaling,High,Growth
S0012466,RG0260,2027,2,4029,64447,1077259,5.98,41.37,24.16,Scaling,High,Growth
S0012467,RG0260,2027,3,4226,68673,1132751,6.06,35.58,22.68,Scaling,High,Growth
S0012468,RG0260,2027,4,5261,73934,1203647,6.14,36.72,26.83,Scaling,High,Growth
S0012469,RG0260,2028,1,4742,78676,1200702,6.55,26.15,27.22,Scaling,High,Growth
