demo_id,region_id,year,population,urban_population_pct,population_density,median_age,literacy_rate,working_age_population_pct
D001205,RG0101,2023,3059968,74.4,3260,29.8,88.0,64.7
D001206,RG0101,2024,3148419,74.9,3140,29.8,88.1,64.7
D001207,RG0101,2025,3179174,76.0,3307,30.2,88.5,64.7
D001208,RG0101,2026,3254049,76.5,3347,29.9,88.8,64.8
D001209,RG0101,2027,3323363,77.4,3257,30.3,89.0,64.7
D001210,RG0101,2028,3349470,77.4,3378,30.0,89.2,64.5
D001211,RG0101,2029,3388818,77.0,3333,30.3,89.2,64.6
D001212,RG0101,2030,3494785,78.2,3360,30.4,89.5,64.4
D001213,RG0102,2019,5238556,92.4,7096,27.4,90.7,65.5
D001214,RG0102,2020,5289352,91.9,7198,27.4,90.9,65.0
D001215,RG0102,2021,5461559,93.3,7163,27.6,91.3,65.2
D001216,RG0102,2022,5607505,94.1,7398,27.7,91.4,64.9
D001217,RG0102,2023,5691862,94.4,7148,27.5,91.9,65.1
D001218,RG0102,2024,5791365,95.4,7317,27.7,91.9,65.1
D001219,RG0102,2025,5930519,95.5,7478,28.0,91.9,65.1
D001220,RG0102,2026,6061428,95.6,7340,27.8,92.0,64.9
D001221,RG0102,2027,6191479,97.3,7472,27.9,92.4,64.9
D001222,RG0102,2028,6346851,97.0,7746,27.7,92.3,64.9
D001223,RG0102,2029,6496207,99.0,7770,27.9,92.5,64.6
D001224,RG0102,2030,6568653,99.0,7702,28.0,93.0,64.8
D001225,RG0103,2019,7267811,93.0,6823,27.6,91.3,65.7
D001226,RG0103,2020,7507773,95.0,6914,27.8,91.5,65.3
D001227,RG0103,2021,7636817,95.3,7218,27.5,91.9,65.2
D001228,RG0103,2022,7718971,95.6,7064,27.7,91.8,65.3
D001229,RG0103,2023,7972556,97.5,7092,27.9,92.1,65.2
D001230,RG0103,2024,8091128,97.6,7495,27.9,92.6,65.1
D001231,RG0103,2025,8236726,98.5,7578,28.1,92.4,65.2
D001232,RG0103,2026,8490084,97.9,7552,27.9,92.7,65.2
D001233,RG0103,2027,8699299,99.0,7703,28.1,92.9,65.1
D001234,RG0103,2028,8803867,99.0,7903,28.2,92.9,64.8
D001235,RG0103,2029,8979978,99.0,7576,28.1,93.4,65.0
D001236,RG0103,2030,9180485,99.0,7988,28.0,93.2,64.7
D001237,RG0104,2019,7268870,94.0,7168,27.5,91.3,65.1
D001238,RG0104,2020,7446923,94.3,7244,27.4,91.6,65.2
D001239,RG0104,2021,7636450,94.1,7258,27.5,91.5,65.1
D001240,RG0104,2022,7779745,95.8,7153,27.6,91.6,64.8
D001241,RG0104,2023,7855257,96.8,7145,27.9,91.8,64.9
D001242,RG0104,2024,8088911,96.7,7464,27.7,92.3,64.7
D001243,RG0104,2025,8243939,96.9,7614,27.7,92.6,64.8
D001244,RG0104,2026,8403572,97.8,7584,27.7,92.7,64.8
D001245,RG0104,2027,8571525,99.0,7784,28.2,92.6,64.7
D001246,RG0104,2028,8751829,98.5,7910,28.0,93.1,64.4
D001247,RG0104,2029,8927558,99.0,7702,28.0,92.9,64.5
D001248,RG0104,2030,9075479,99.0,7978,27.9,93.4,64.5
D001249,RG0105,2019,3454496,73.9,2927,28.1,87.6,64.1
D001250,RG0105,2020,3488545,75.0,3120,28.2,88.0,64.1
D001251,RG0105,2021,3575140,75.6,3074,28.1,87.9,63.9
D001252,RG0105,2022,3641808,76.8,3041,28.1,88.1,63.9
D001253,RG0105,2023,3684330,77.1,3169,28.5,88.4,64.0
D001254,RG0105,2024,3782383,77.1,3221,28.6,88.5,63.8
D001255,RG0105,2025,3868575,78.5,3294,28.5,88.6,63.8
D001256,RG0105,2026,3897692,79.3,3321,28.4,89.0,63.6
D001257,RG0105,2027,3954393,79.4,3210,28.8,89.1,63.9
D001258,RG0105,2028,4012348,80.2,3377,28.8,89.4,63.8
D001259,RG0105,2029,4117546,80.5,3381,28.7,89.6,63.6
D001260,RG0105,2030,4172914,82.2,3511,28.8,89.5,63.7
D001261,RG0106,2019,3411267,71.3,3050,28.8,87.3,65.1
D001262,RG0106,2020,3520255,72.7,3062,28.8,87.3,64.9
D001263,RG0106,2021,3561304,73.6,3117,28.9,87.3,65.1
D001264,RG0106,2022,3635750,73.2,3035,29.3,87.7,64.7
D001265,RG0106,2023,3649084,75.4,3190,29.0,87.8,64.7
D001266,RG0106,2024,3701379,76.4,3181,29.2,87.8,64.5
D001267,RG0106,2025,3823937,75.6,3191,29.5,88.3,64.6
D001268,RG0106,2026,3878926,76.8,3320,29.3,88.4,64.8
D001269,RG0106,2027,3896220,77.4,3319,29.5,88.7,64.7
D001270,RG0106,2028,3966309,78.5,3247,29.4,88.6,64.6
D001271,RG0106,2029,4054088,78.8,3353,29.8,88.7,64.4
D001272,RG0106,2030,4163714,80.4,3465,29.5,89.3,64.5
D001273,RG0107,2019,1809451,71.5,3013,28.8,86.9,64.2
D001274,RG0107,2020,1859771,71.6,3043,29.0,87.0,63.9
D001275,RG0107,2021,1865909,72.6,3032,29.0,87.2,63.9
D001276,RG0107,2022,1893589,74.6,3153,28.9,87.6,64.1
D001277,RG0107,2023,1957561,74.4,3124,29.3,87.9,64.0
D001278,RG0107,2024,1990488,74.6,3224,29.5,88.1,63.7
D001279,RG0107,2025,1990533,76.2,3204,29.5,88.0,63.7
D001280,RG0107,2026,2044302,77.2,3196,29.3,88.2,63.7
D001281,RG0107,2027,2092829,76.9,3224,29.7,88.6,63.7
D001282,RG0107,2028,2126079,77.8,3318,29.3,88.7,63.6
D001283,RG0107,2029,2133720,77.7,3409,29.7,88.7,63.6
D001284,RG0107,2030,2171491,79.8,3440,29.5,89.0,63.3
D001285,RG0108,2019,590910,73.2,2934,29.6,87.5,64.3
D001286,RG0108,2020,592546,73.8,3019,29.4,87.7,64.4
D001287,RG0108,2021,611503,74.7,3110,29.5,87.5,64.2
D001288,RG0108,2022,618645,74.2,3099,30.0,87.7,64.3
D001289,RG0108,2023,634034,75.7,3191,29.6,87.9,64.1
D001290,RG0108,2024,638879,76.4,3256,29.8,88.2,64.3
D001291,RG0108,2025,645957,76.0,3319,30.0,88.3,64.2
D001292,RG0108,2026,656028,76.6,3183,30.1,88.5,64.1
D001293,RG0108,2027,666753,77.9,3357,29.8,88.9,63.9
D001294,RG0108,2028,685557,78.6,3271,30.0,89.0,63.8
D001295,RG0108,2029,700306,79.4,3351,30.4,89.4,63.8
D001296,RG0108,2030,712194,79.8,3489,30.3,89.4,63.9
D001297,RG0109,2019,1739993,74.7,3097,28.1,87.6,64.1
D001298,RG0109,2020,1774377,75.6,3131,28.4,88.0,64.1
D001299,RG0109,2021,1790518,75.0,3074,28.2,88.0,64.0
D001300,RG0109,2022,1822441,76.4,3169,28.4,88.3,64.0
D001301,RG0109,2023,1852776,77.3,3092,28.3,88.3,64.2
D001302,RG0109,2024,1910461,77.9,3209,28.4,88.9,63.7
D001303,RG0109,2025,1920470,77.6,3161,28.7,88.8,63.7
D001304,RG0109,2026,1977540,79.2,3185,28.7,89.1,63.6
D001305,RG0109,2027,2007410,79.9,3263,28.6,89.5,63.5
D001306,RG0109,2028,2013451,79.9,3258,28.8,89.5,63.8
D001307,RG0109,2029,2061494,81.6,3297,29.1,89.5,63.4
D001308,RG0109,2030,2109603,80.8,3488,28.8,89.7,63.5
D001309,RG0110,2019,1599576,91.1,8373,28.2,96.9,69.4
D001310,RG0110,2020,1651474,91.5,8675,28.1,97.2,69.4
D001311,RG0110,2021,1681202,92.7,8755,28.1,97.5,69.1
D001312,RG0110,2022,1717974,93.5,8907,28.2,97.3,69.2
D001313,RG0110,2023,1750862,94.6,8699,28.2,97.6,69.0
D001314,RG0110,2024,1813237,94.6,8891,28.6,97.8,68.8
D001315,RG0110,2025,1840140,96.0,8942,28.7,98.0,69.1
D001316,RG0110,2026,1863842,97.4,9011,28.6,98.1,68.8
D001317,RG0110,2027,1940225,96.8,9373,28.5,98.5,68.6
D001318,RG0110,2028,1968509,98.4,9507,28.8,98.3,68.8
D001319,RG0110,2029,2032240,98.4,9564,28.9,98.5,68.6
D001320,RG0110,2030,2048293,98.9,9354,28.9,98.8,68.6
D001321,RG0111,2019,5716798,89.7,8405,27.7,96.4,68.2
D001322,RG0111,2020,5774524,91.2,8562,27.6,96.3,68.1
D001323,RG0111,2021,5976785,91.8,8354,27.7,96.7,68.2
D001324,RG0111,2022,6121732,92.3,8837,28.0,96.7,68.0
D001325,RG0111,2023,6271891,92.7,8547,27.9,97.1,67.8
D001326,RG0111,2024,6405700,93.6,9049,28.1,97.2,67.9
D001327,RG0111,2025,6515053,93.4,8773,27.9,97.2,68.0
D001328,RG0111,2026,6735174,95.0,9334,28.1,97.2,67.9
D001329,RG0111,2027,6801294,95.9,9144,28.2,97.8,67.9
D001330,RG0111,2028,7042963,95.4,9137,28.1,97.6,67.8
D001331,RG0111,2029,7131917,96.4,9149,28.2,97.9,67.7
D001332,RG0111,2030,7334033,96.4,9675,28.4,98.0,67.7
D001333,RG0112,2019,4918779,86.7,8194,27.9,95.4,68.3
D001334,RG0112,2020,5074461,86.9,8530,27.9,95.5,68.1
D001335,RG0112,2021,5107168,87.1,8506,28.0,95.6,68.1
D001336,RG0112,2022,5232506,88.9,8773,28.4,95.9,68.0
D001337,RG0112,2023,5378233,89.8,8719,28.1,95.8,68.0
D001338,RG0112,2024,5511103,89.6,8959,28.5,96.2,68.1
D001339,RG0112,2025,5616530,91.3,9263,28.2,96.1,67.9
D001340,RG0112,2026,5734120,91.8,8928,28.3,96.7,67.9
D001341,RG0112,2027,5927370,91.2,9260,28.6,96.5,68.0
D001342,RG0112,2028,6041410,93.7,9225,28.5,96.8,67.7
D001343,RG0112,2029,6205821,94.3,9611,28.9,96.9,67.6
D001344,RG0112,2030,6316960,93.4,9474,28.7,97.2,67.5
D001345,RG0113,2019,2380456,75.0,3561,29.5,94.2,68.1
D001346,RG0113,2020,2406270,75.4,3601,29.7,94.0,68.2
D001347,RG0113,2021,2436566,76.6,3572,29.6,94.5,67.9
D001348,RG0113,2022,2493890,75.9,3641,29.9,94.6,68.0
D001349,RG0113,2023,2548251,76.4,3543,29.8,94.8,68.0
D001350,RG0113,2024,2628022,77.8,3742,30.1,95.1,67.7
D001351,RG0113,2025,2650873,78.5,3712,29.8,95.3,67.6
D001352,RG0113,2026,2690400,78.9,3801,30.2,95.0,67.6
D001353,RG0113,2027,2739209,80.6,3715,30.2,95.6,67.8
D001354,RG0113,2028,2825427,80.0,3929,30.1,95.7,67.6
D001355,RG0113,2029,2868567,80.8,3896,30.2,95.8,67.3
D001356,RG0113,2030,2948188,81.2,3807,30.4,96.2,67.5
D001357,RG0114,2019,2719389,74.3,3463,29.4,93.8,67.2
D001358,RG0114,2020,2789692,74.9,3544,29.5,93.7,67.0
D001359,RG0114,2021,2802366,74.3,3476,29.8,94.2,66.7
D001360,RG0114,2022,2890408,76.5,3639,29.7,94.3,67.0
D001361,RG0114,2023,2939772,75.9,3560,29.8,94.4,66.7
D001362,RG0114,2024,2978412,77.4,3752,29.7,94.8,66.7
D001363,RG0114,2025,3056962,78.0,3734,30.1,94.8,66.5
D001364,RG0114,2026,3112991,78.7,3847,29.8,94.9,66.7
D001365,RG0114,2027,3137312,78.9,3837,30.0,94.9,66.5
D001366,RG0114,2028,3201775,79.8,3875,30.0,95.4,66.5
D001367,RG0114,2029,3293440,81.2,3790,30.1,95.3,66.4
D001368,RG0114,2030,3335316,81.9,3858,30.4,95.8,66.2
D001369,RG0115,2019,1498879,77.8,3462,29.2,94.9,68.0
D001370,RG0115,2020,1540335,77.9,3444,29.3,94.8,68.2
D001371,RG0115,2021,1567613,78.1,3550,29.3,95.0,67.9
D001372,RG0115,2022,1604655,78.7,3545,29.5,95.4,68.0
D001373,RG0115,2023,1618650,80.5,3535,29.6,95.4,67.7
D001374,RG0115,2024,1654917,79.8,3728,29.5,95.5,67.9
D001375,RG0115,2025,1684247,81.2,3732,29.6,95.9,67.6
D001376,RG0115,2026,1718359,81.8,3716,29.9,95.8,67.7
D001377,RG0115,2027,1742347,83.3,3854,29.6,96.3,67.5
D001378,RG0115,2028,1799622,84.1,3830,29.9,96.5,67.6
D001379,RG0115,2029,1823105,83.3,3879,30.0,96.8,67.7
D001380,RG0115,2030,1859120,84.7,3931,29.9,96.7,67.6
D001381,RG0116,2019,773093,74.0,3427,29.3,94.2,66.9
D001382,RG0116,2020,787917,75.6,3494,29.2,94.2,67.1
D001383,RG0116,2021,812619,75.2,3492,29.3,94.3,66.9
D001384,RG0116,2022,833079,76.5,3501,29.4,94.5,66.9
D001385,RG0116,2023,838342,77.1,3687,29.7,94.8,66.8
D001386,RG0116,2024,859856,78.8,3603,29.8,94.8,66.7
D001387,RG0116,2025,880873,78.8,3637,29.5,94.9,66.8
D001388,RG0116,2026,898937,80.2,3726,29.6,95.4,66.8
D001389,RG0116,2027,916570,80.9,3681,29.9,95.4,66.8
D001390,RG0116,2028,917969,80.5,3907,29.8,95.6,66.7
D001391,RG0116,2029,940492,82.0,3910,29.7,96.0,66.4
D001392,RG0116,2030,970840,82.0,3836,30.0,96.2,66.3
D001393,RG0117,2019,3869636,69.2,3525,28.0,92.4,66.8
D001394,RG0117,2020,3924585,70.9,3494,28.2,92.9,66.6
D001395,RG0117,2021,4019297,72.5,3485,28.5,93.0,66.9
D001396,RG0117,2022,4073037,72.7,3560,28.1,93.1,66.8
D001397,RG0117,2023,4133099,73.3,3594,28.2,93.5,66.5
D001398,RG0117,2024,4210937,74.2,3574,28.5,93.4,66.5
D001399,RG0117,2025,4311363,75.0,3770,28.4,93.9,66.5
D001400,RG0117,2026,4400822,75.5,3808,28.6,93.7,66.3
D001401,RG0117,2027,4456272,75.0,3778,28.9,94.2,66.4
D001402,RG0117,2028,4518549,77.3,3765,28.6,94.0,66.3
D001403,RG0117,2029,4619997,76.8,3770,29.0,94.6,66.3
D001404,RG0117,2030,4780772,78.2,3973,29.0,94.4,66.2
D001405,RG0118,2019,536946,76.8,3430,28.8,94.4,66.9
D001406,RG0118,2020,549535,77.3,3405,28.9,94.9,67.0
D001407,RG0118,2021,558470,77.1,3503,29.0,95.2,66.9
D001408,RG0118,2022,567483,78.1,3584,29.0,95.0,66.9
D001409,RG0118,2023,572020,78.5,3719,29.1,95.5,66.8
D001410,RG0118,2024,582277,79.8,3759,29.2,95.4,66.8
D001411,RG0118,2025,603318,81.0,3693,29.5,95.7,66.8
D001412,RG0118,2026,614645,80.6,3814,29.5,96.0,66.6
D001413,RG0118,2027,619074,82.8,3897,29.4,96.1,66.3
D001414,RG0118,2028,638419,81.7,3737,29.9,96.0,66.5
D001415,RG0118,2029,644605,83.3,3817,29.6,96.3,66.3
D001416,RG0118,2030,655092,84.2,3948,29.9,96.6,66.2
D001417,RG0119,2019,2204178,74.1,3541,28.0,93.8,67.2
D001418,RG0119,2020,2269702,74.9,3543,28.1,94.2,67.0
D001419,RG0119,2021,2275130,76.3,3561,28.1,94.2,67.1
D001420,RG0119,2022,2358682,77.5,3676,28.5,94.7,67.0
D001421,RG0119,2023,2382659,76.9,3679,28.5,94.6,66.8
D001422,RG0119,2024,2406969,78.0,3573,28.3,94.8,66.8
D001423,RG0119,2025,2494161,78.9,3680,28.7,95.3,67.0
D001424,RG0119,2026,2524401,80.3,3814,28.4,95.2,67.0
D001425,RG0119,2027,2554881,80.0,3747,28.4,95.3,66.9
D001426,RG0119,2028,2611785,80.8,3877,28.8,95.6,66.8
D001427,RG0119,2029,2679582,80.6,3853,28.9,95.9,66.8
D001428,RG0119,2030,2700032,82.0,3874,28.7,96.0,66.3
D001429,RG0120,2019,2138725,75.4,3474,29.6,94.2,67.8
D001430,RG0120,2020,2194588,76.5,3591,29.7,94.2,67.6
D001431,RG0120,2021,2235585,75.8,3490,29.5,94.4,67.9
D001432,RG0120,2022,2284467,76.3,3673,29.6,94.9,67.6
D001433,RG0120,2023,2302392,78.0,3719,30.0,94.9,67.6
D001434,RG0120,2024,2343563,78.8,3751,30.0,95.2,67.5
D001435,RG0120,2025,2396529,78.6,3720,29.8,95.2,67.3
D001436,RG0120,2026,2449050,79.9,3708,30.2,95.5,67.5
D001437,RG0120,2027,2501617,80.9,3784,30.2,95.5,67.4
D001438,RG0120,2028,2515142,81.5,3852,29.9,95.6,67.4
D001439,RG0120,2029,2568607,81.1,3990,30.3,95.8,67.2
D001440,RG0120,2030,2624557,82.3,3949,30.4,96.2,67.3
D001441,RG0121,2019,469359,73.1,3362,28.2,93.9,67.5
D001442,RG0121,2020,470663,74.7,3595,28.4,94.1,67.5
D001443,RG0121,2021,484458,74.6,3592,28.3,94.3,67.5
D001444,RG0121,2022,495188,74.7,3645,28.2,94.4,67.3
D001445,RG0121,2023,504287,76.1,3638,28.6,94.3,67.2
D001446,RG0121,2024,512966,77.7,3776,28.7,94.5,67.0
D001447,RG0121,2025,518480,76.8,3762,28.4,94.6,67.1
D001448,RG0121,2026,535533,79.0,3714,28.8,95.1,66.9
D001449,RG0121,2027,538474,79.2,3740,28.6,94.9,66.9
D001450,RG0121,2028,553021,78.7,3908,29.0,95.3,67.0
D001451,RG0121,2029,566249,80.5,3930,28.9,95.7,66.7
D001452,RG0121,2030,575806,81.9,3806,28.8,95.5,66.9
D001453,RG0122,2019,3267221,87.2,7928,27.4,93.6,68.2
D001454,RG0122,2020,3358240,86.8,7973,27.5,93.8,67.9
D001455,RG0122,2021,3423607,88.5,8160,27.5,93.6,68.2
D001456,RG0122,2022,3473093,88.0,8380,27.7,93.9,68.0
D001457,RG0122,2023,3590490,88.2,8135,27.6,94.3,67.8
D001458,RG0122,2024,3610245,90.2,8535,27.8,94.5,67.8
D001459,RG0122,2025,3721321,89.7,8681,27.9,94.6,67.7
D001460,RG0122,2026,3806168,90.2,8870,28.0,94.8,67.6
D001461,RG0122,2027,3929484,91.5,8540,28.1,94.8,67.7
D001462,RG0122,2028,3952254,91.8,8820,28.0,94.8,67.9
D001463,RG0122,2029,4091397,92.9,8826,28.1,95.4,67.4
D001464,RG0122,2030,4179785,92.9,9024,28.2,95.2,67.6
D001465,RG0123,2019,8714450,93.4,7937,27.7,95.7,67.8
D001466,RG0123,2020,8983787,94.4,8175,27.7,95.5,68.0
D001467,RG0123,2021,9116446,93.9,8324,27.9,96.0,67.8
D001468,RG0123,2022,9281796,95.5,8490,27.9,96.0,67.7
D001469,RG0123,2023,9486908,95.0,8300,28.2,96.3,67.6
D001470,RG0123,2024,9715091,97.1,8670,28.0,96.2,67.7
D001471,RG0123,2025,9975417,96.2,8754,28.4,96.8,67.6
D001472,RG0123,2026,10172521,96.8,8713,28.1,96.9,67.7
D001473,RG0123,2027,10408792,99.0,9004,28.5,96.8,67.7
D001474,RG0123,2028,10708933,98.9,8996,28.4,97.3,67.4
D001475,RG0123,2029,11014468,99.0,9148,28.7,97.4,67.6
D001476,RG0123,2030,11237268,99.0,8849,28.7,97.4,67.3
D001477,RG0124,2019,6959680,89.1,8165,27.5,93.9,67.4
D001478,RG0124,2020,7225968,88.3,8051,27.7,94.1,67.6
D001479,RG0124,2021,7402780,89.3,8395,27.5,94.5,67.4
D001480,RG0124,2022,7572975,90.1,8459,27.5,94.6,67.6
D001481,RG0124,2023,7629240,90.9,8470,27.6,94.8,67.3
D001482,RG0124,2024,7905546,91.5,8630,27.8,94.9,67.3
D001483,RG0124,2025,7982227,91.6,8588,27.9,95.2,67.3
D001484,RG0124,2026,8206370,94.2,8696,28.1,95.5,67.2
D001485,RG0124,2027,8336208,94.4,8706,28.1,95.3,67.2
D001486,RG0124,2028,8629797,95.0,9069,28.2,95.8,66.9
D001487,RG0124,2029,8839285,94.7,9100,28.3,95.9,67.1
D001488,RG0124,2030,9038155,95.9,8780,28.2,96.2,66.9
D001489,RG0125,2019,2068739,70.9,3414,29.7,91.3,66.2
D001490,RG0125,2020,2124163,71.1,3440,29.8,91.5,66.0
D001491,RG0125,2021,2148708,73.3,3366,29.8,91.4,66.0
D001492,RG0125,2022,2203671,74.1,3417,29.6,91.5,65.6
D001493,RG0125,2023,2215458,75.1,3498,29.9,92.0,65.7
D001494,RG0125,2024,2277718,74.0,3514,29.8,92.0,65.8
D001495,RG0125,2025,2298429,75.6,3675,30.2,92.4,65.6
D001496,RG0125,2026,2334812,77.0,3559,29.9,92.7,65.8
D001497,RG0125,2027,2400232,75.9,3618,30.2,92.7,65.3
D001498,RG0125,2028,2423779,76.9,3662,30.1,92.7,65.5
D001499,RG0125,2029,2512128,78.7,3654,30.3,92.9,65.5
D001500,RG0125,2030,2526895,78.9,3825,30.4,93.0,65.3
D001501,RG0126,2019,3726913,72.8,3289,29.3,91.5,66.6
D001502,RG0126,2020,3747271,72.7,3399,29.3,91.4,66.3
D001503,RG0126,2021,3863108,73.0,3451,29.5,92.0,66.5
D001504,RG0126,2022,3911792,75.4,3435,29.4,91.8,66.5
D001505,RG0126,2023,3964398,74.8,3415,29.6,92.1,66.1
D001506,RG0126,2024,4072606,75.2,3571,29.3,92.6,66.1
D001507,RG0126,2025,4159756,77.3,3573,29.6,92.7,66.1
D001508,RG0126,2026,4220231,76.2,3532,29.6,93.0,66.0
D001509,RG0126,2027,4327117,78.9,3578,29.8,92.8,66.1
D001510,RG0126,2028,4343684,78.0,3680,29.7,93.1,66.1
D001511,RG0126,2029,4420147,79.5,3823,30.1,93.2,65.9
D001512,RG0126,2030,4559032,80.0,3734,29.9,93.3,65.9
D001513,RG0127,2019,3506358,75.0,3333,28.8,91.9,67.1
D001514,RG0127,2020,3598654,74.7,3451,28.8,92.5,67.1
D001515,RG0127,2021,3650891,75.4,3460,29.0,92.3,67.2
D001516,RG0127,2022,3665363,76.2,3510,29.0,92.8,67.2
D001517,RG0127,2023,3808266,77.1,3587,29.1,92.9,67.1
D001518,RG0127,2024,3842239,77.8,3561,29.1,93.2,66.7
D001519,RG0127,2025,3901646,79.1,3462,29.2,93.1,66.7
D001520,RG0127,2026,3993333,78.6,3563,29.3,93.2,67.0
D001521,RG0127,2027,4024549,79.1,3726,29.0,93.5,66.8
D001522,RG0127,2028,4123574,80.9,3609,29.1,93.8,66.6
D001523,RG0127,2029,4198049,80.5,3678,29.5,94.0,66.6
D001524,RG0127,2030,4310166,81.5,3833,29.6,94.3,66.7
D001525,RG0128,2019,3669635,77.9,3356,29.0,93.0,66.7
D001526,RG0128,2020,3746351,76.8,3470,28.9,93.0,66.8
D001527,RG0128,2021,3846999,78.1,3415,29.0,93.6,66.8
D001528,RG0128,2022,3886831,79.4,3408,29.1,93.4,66.7
D001529,RG0128,2023,4006270,79.9,3524,29.0,93.9,66.5
D001530,RG0128,2024,4057506,80.6,3455,29.4,94.1,66.7
D001531,RG0128,2025,4093322,81.9,3608,29.3,94.1,66.4
D001532,RG0128,2026,4212695,82.3,3664,29.4,94.3,66.5
D001533,RG0128,2027,4288121,82.9,3745,29.2,94.3,66.4
D001534,RG0128,2028,4371983,83.7,3658,29.8,94.7,66.3
D001535,RG0128,2029,4403736,83.5,3811,29.7,94.7,66.5
D001536,RG0128,2030,4495428,84.3,3800,29.7,95.2,66.4
D001537,RG0129,2019,1132910,77.0,3347,28.8,93.0,66.0
D001538,RG0129,2020,1152831,77.7,3469,28.7,93.3,65.9
D001539,RG0129,2021,1168857,77.8,3495,28.9,93.6,65.9
D001540,RG0129,2022,1181508,78.2,3524,28.9,93.5,65.8
D001541,RG0129,2023,1201298,79.1,3505,28.9,93.8,65.6
D001542,RG0129,2024,1234210,81.0,3503,29.3,94.0,65.8
D001543,RG0129,2025,1248669,81.4,3494,29.0,93.9,65.5
D001544,RG0129,2026,1284348,82.3,3705,29.4,94.2,65.5
D001545,RG0129,2027,1310887,82.0,3749,29.3,94.6,65.6
D001546,RG0129,2028,1329959,83.1,3664,29.2,94.7,65.3
D001547,RG0129,2029,1352600,83.8,3723,29.7,94.8,65.2
D001548,RG0129,2030,1369199,85.0,3660,29.6,94.9,65.3
D001549,RG0130,2019,1703309,72.7,3305,29.0,91.7,66.2
D001550,RG0130,2020,1726141,73.1,3282,29.1,91.7,66.3
D001551,RG0130,2021,1761273,73.9,3432,29.2,91.7,66.3
D001552,RG0130,2022,1785080,74.7,3518,29.4,91.8,66.1
D001553,RG0130,2023,1808293,74.5,3480,29.4,92.2,66.0
D001554,RG0130,2024,1860470,76.7,3580,29.6,92.5,66.3
D001555,RG0130,2025,1892876,75.7,3629,29.8,92.7,65.9
D001556,RG0130,2026,1929102,78.0,3584,29.7,92.5,65.9
D001557,RG0130,2027,1972356,78.0,3597,29.9,92.9,65.7
D001558,RG0130,2028,1984850,79.5,3785,29.9,93.0,65.8
D001559,RG0130,2029,2033999,80.2,3730,30.1,93.4,65.7
D001560,RG0130,2030,2072211,79.9,3812,30.2,93.3,65.9
D001561,RG0131,2019,5335695,93.4,7395,28.1,93.0,66.5
D001562,RG0131,2020,5457552,93.8,7448,28.1,93.1,66.4
D001563,RG0131,2021,5639568,96.0,7707,28.6,93.4,66.2
D001564,RG0131,2022,5745570,94.8,7516,28.5,93.8,66.1
D001565,RG0131,2023,5820946,96.4,7613,28.6,94.0,66.1
D001566,RG0131,2024,6030262,97.9,7795,28.3,94.2,66.2
D001567,RG0131,2025,6049634,97.0,8011,28.7,93.9,65.9
D001568,RG0131,2026,6246642,98.9,8041,28.6,94.5,66.0
D001569,RG0131,2027,6346117,98.7,8104,28.6,94.4,66.1
D001570,RG0131,2028,6535438,99.0,8229,28.8,94.9,65.7
D001571,RG0131,2029,6638111,99.0,8144,29.0,94.7,66.0
D001572,RG0131,2030,6814556,99.0,8080,28.7,95.0,65.7
D001573,RG0132,2019,5442504,90.4,7546,27.2,91.9,65.7
D001574,RG0132,2020,5536761,91.7,7575,27.2,92.4,65.9
D001575,RG0132,2021,5628117,91.4,7492,27.4,92.3,65.8
D001576,RG0132,2022,5781522,92.9,7398,27.5,92.7,65.8
D001577,RG0132,2023,5890678,92.5,7619,27.3,92.9,65.7
D001578,RG0132,2024,6104008,93.2,7879,27.6,93.1,65.6
D001579,RG0132,2025,6147731,94.2,7881,27.7,93.3,65.5
D001580,RG0132,2026,6261138,95.5,7739,27.6,93.1,65.4
D001581,RG0132,2027,6500835,96.7,7859,27.6,93.3,65.2
D001582,RG0132,2028,6602065,95.9,8046,27.5,93.7,65.1
D001583,RG0132,2029,6782492,97.9,8333,27.7,93.9,65.1
D001584,RG0132,2030,6856707,98.1,8531,28.0,93.8,65.1
D001585,RG0133,2019,2199557,93.1,7486,28.3,92.8,67.1
D001586,RG0133,2020,2221673,94.0,7563,28.5,92.8,67.3
D001587,RG0133,2021,2261132,94.0,7607,28.5,93.1,67.2
D001588,RG0133,2022,2324578,95.0,7503,28.4,93.3,67.0
D001589,RG0133,2023,2358401,95.5,7869,28.8,93.5,66.8
D001590,RG0133,2024,2420869,96.2,7672,28.4,93.4,66.9
D001591,RG0133,2025,2500543,95.7,7776,28.9,93.8,67.0
D001592,RG0133,2026,2528717,97.8,7900,29.0,93.9,66.7
D001593,RG0133,2027,2612948,97.4,8063,29.0,94.0,66.8
D001594,RG0133,2028,2659978,99.0,8070,29.1,94.0,66.6
D001595,RG0133,2029,2725996,98.5,8136,29.0,94.3,66.5
D001596,RG0133,2030,2752203,99.0,8238,28.9,94.7,66.4
D001597,RG0134,2019,944353,70.6,3133,29.2,88.1,66.1
D001598,RG0134,2020,960850,71.0,3139,29.4,88.3,66.1
D001599,RG0134,2021,981454,71.5,3187,29.5,88.8,66.0
D001600,RG0134,2022,986717,71.7,3248,29.5,88.8,66.1
D001601,RG0134,2023,1011435,73.7,3279,29.5,88.8,65.9
D001602,RG0134,2024,1030241,73.7,3274,29.5,89.0,65.7
D001603,RG0134,2025,1040535,75.5,3358,29.6,89.2,66.0
D001604,RG0134,2026,1057688,74.5,3489,29.6,89.8,65.9
