econ_id,region_id,year,gdp_per_capita,median_household_income,petrol_price,electricity_price,employment_rate,vehicle_ownership_rate,affordability_index,energy_cost_advantage
E002512,RG0210,2022,634826,977688,97.08,6.64,95.0,0.7,38.5,14.62
E002513,RG0210,2023,692461,1063989,102.61,7.42,95.2,0.69,38.4,13.83
E002514,RG0210,2024,752233,1177805,104.58,6.94,95.0,0.72,39.1,15.07
E002515,RG0210,2025,804713,1258764,105.5,6.66,94.7,0.75,39.1,15.84
E002516,RG0210,2026,855250,1374020,109.09,7.12,95.2,0.76,40.2,15.32
E002517,RG0210,2027,910747,1455140,112.34,7.48,95.1,0.78,39.9,15.02
E002518,RG0210,2028,959915,1527483,113.57,7.37,95.2,0.79,39.8,15.41
E002519,RG0210,2029,1048945,1687345,113.32,8.31,95.2,0.81,40.2,13.64
E002520,RG0210,2030,1128924,1819734,114.72,8.6,96.0,0.84,40.3,13.34
E002521,RG0211,2019,524009,798624,72.33,5.38,93.8,0.63,38.1,13.44
E002522,RG0211,2020,547215,852312,71.6,6.03,94.1,0.64,38.9,11.87
E002523,RG0211,2021,589820,935862,85.86,6.53,94.7,0.67,39.7,13.15
E002524,RG0211,2022,655908,1022805,96.94,7.25,94.2,0.67,39.0,13.37
E002525,RG0211,2023,696557,1106857,100.94,6.23,94.6,0.7,39.7,16.2
E002526,RG0211,2024,737979,1157537,103.15,7.27,94.7,0.7,39.2,14.19
E002527,RG0211,2025,796266,1258835,104.63,7.75,95.1,0.73,39.5,13.5
E002528,RG0211,2026,866148,1377821,110.34,7.57,94.7,0.75,39.8,14.58
E002529,RG0211,2027,930131,1524645,111.74,8.19,94.8,0.77,41.0,13.64
E002530,RG0211,2028,981846,1623869,114.09,7.84,95.2,0.79,41.3,14.55
E002531,RG0211,2029,1051123,1794253,117.72,7.61,95.3,0.79,42.7,15.47
E002532,RG0211,2030,1120092,1895632,118.95,8.55,95.1,0.82,42.3,13.91
E002533,RG0212,2019,514601,783057,75.55,5.92,93.9,0.61,38.0,12.76
E002534,RG0212,2020,568608,848194,70.2,5.78,94.4,0.63,37.3,12.15
E002535,RG0212,2021,593199,911656,86.42,5.84,94.2,0.67,38.4,14.8
E002536,RG0212,2022,631818,982962,98.3,6.32,94.2,0.68,38.9,15.55
E002537,RG0212,2023,701535,1085743,102.56,6.44,95.0,0.68,38.7,15.93
E002538,RG0212,2024,747949,1143371,103.96,7.31,94.8,0.71,38.2,14.22
E002539,RG0212,2025,791382,1269286,106.48,6.78,95.1,0.74,40.1,15.71
E002540,RG0212,2026,869908,1360452,108.8,7.04,95.1,0.76,39.1,15.45
E002541,RG0212,2027,922368,1501965,109.8,7.21,95.2,0.77,40.7,15.23
E002542,RG0212,2028,989072,1604884,115.3,7.56,95.1,0.79,40.6,15.25
E002543,RG0212,2029,1045369,1759510,117.16,8.64,95.6,0.8,42.1,13.56
E002544,RG0212,2030,1137128,1920277,118.76,7.78,95.4,0.83,42.2,15.26
E002545,RG0213,2019,507572,782976,70.66,6.1,94.6,0.62,38.6,11.58
E002546,RG0213,2020,537112,822323,66.23,6.35,94.1,0.62,38.3,10.43
E002547,RG0213,2021,572782,917248,85.94,5.74,94.1,0.67,40.0,14.97
E002548,RG0213,2022,634672,972953,96.22,6.65,94.4,0.66,38.3,14.47
E002549,RG0213,2023,678821,1047068,99.8,6.14,94.4,0.7,38.6,16.25
E002550,RG0213,2024,722399,1129407,103.32,6.65,95.1,0.71,39.1,15.54
E002551,RG0213,2025,758280,1234968,102.41,7.3,94.9,0.73,40.7,14.03
E002552,RG0213,2026,820785,1330547,110.56,7.84,95.1,0.73,40.5,14.1
E002553,RG0213,2027,872053,1366867,110.99,8.19,94.8,0.75,39.2,13.55
E002554,RG0213,2028,927788,1554596,110.35,8.4,95.6,0.79,41.9,13.14
E002555,RG0213,2029,1007015,1614024,116.41,8.34,95.0,0.78,40.1,13.96
E002556,RG0213,2030,1080132,1763546,116.66,7.89,95.8,0.81,40.8,14.79
E002557,RG0214,2019,501385,764515,71.3,5.52,93.9,0.61,38.1,12.92
E002558,RG0214,2020,545345,840366,67.04,5.48,94.4,0.63,38.5,12.23
E002559,RG0214,2021,577274,912329,86.64,6.81,94.0,0.66,39.5,12.72
E002560,RG0214,2022,613273,942194,98.05,6.18,94.5,0.67,38.4,15.87
E002561,RG0214,2023,677044,1030388,103.72,7.25,94.5,0.7,38.0,14.31
E002562,RG0214,2024,706031,1137262,104.91,6.75,94.4,0.7,40.3,15.54
E002563,RG0214,2025,757033,1225507,107.56,7.17,95.1,0.74,40.5,15.0
E002564,RG0214,2026,808569,1314657,110.08,6.94,95.1,0.75,40.6,15.86
E002565,RG0214,2027,858061,1376732,110.27,7.84,94.6,0.75,40.1,14.07
E002566,RG0214,2028,920521,1509453,114.66,7.57,95.7,0.78,41.0,15.15
E002567,RG0214,2029,1001849,1602129,115.2,8.48,95.8,0.8,40.0,13.58
E002568,RG0214,2030,1057410,1746686,114.01,8.78,95.6,0.83,41.3,12.99
E002569,RG0215,2019,513998,751934,71.22,6.11,94.2,0.61,36.6,11.66
E002570,RG0215,2020,536267,855997,71.32,6.1,94.7,0.63,39.9,11.69
E002571,RG0215,2021,591394,876207,82.78,6.27,94.3,0.66,37.0,13.2
E002572,RG0215,2022,617831,961600,98.68,6.08,94.1,0.68,38.9,16.23
E002573,RG0215,2023,672506,1033655,99.87,6.2,94.2,0.7,38.4,16.11
E002574,RG0215,2024,707832,1135047,104.17,7.17,94.4,0.71,40.1,14.53
E002575,RG0215,2025,747937,1209002,103.69,6.85,94.9,0.72,40.4,15.14
E002576,RG0215,2026,830525,1300284,107.42,7.6,94.7,0.76,39.1,14.13
E002577,RG0215,2027,880965,1373116,109.33,8.19,95.0,0.75,39.0,13.35
E002578,RG0215,2028,948703,1530312,112.88,8.26,94.7,0.79,40.3,13.67
E002579,RG0215,2029,991292,1620401,111.89,7.96,95.3,0.8,40.9,14.06
E002580,RG0215,2030,1082130,1709737,114.99,7.7,95.1,0.81,39.5,14.93
E002581,RG0216,2019,504796,756990,75.51,6.31,94.2,0.6,37.5,11.97
E002582,RG0216,2020,533884,848194,66.36,6.84,94.6,0.63,39.7,9.7
E002583,RG0216,2021,582831,880735,87.62,5.69,94.4,0.67,37.8,15.4
E002584,RG0216,2022,631232,960396,96.59,6.61,94.3,0.67,38.0,14.61
E002585,RG0216,2023,677181,1024100,98.86,7.34,94.6,0.68,37.8,13.47
E002586,RG0216,2024,716492,1145150,101.07,6.87,94.9,0.7,40.0,14.71
E002587,RG0216,2025,753475,1206447,106.79,6.68,95.1,0.73,40.0,15.99
E002588,RG0216,2026,818926,1289471,110.73,7.51,94.7,0.75,39.4,14.74
E002589,RG0216,2027,872947,1437728,107.83,8.13,94.7,0.77,41.2,13.26
E002590,RG0216,2028,936721,1549651,109.95,7.39,95.3,0.79,41.4,14.88
E002591,RG0216,2029,996943,1633109,113.77,7.27,95.8,0.81,41.0,15.65
E002592,RG0216,2030,1053918,1803013,118.17,7.94,95.2,0.82,42.8,14.88
E002593,RG0217,2019,384862,580556,73.12,6.4,92.1,0.48,37.7,11.43
E002594,RG0217,2020,408063,597266,67.9,6.7,92.0,0.5,36.6,10.13
E002595,RG0217,2021,428143,645610,82.95,6.05,92.5,0.51,37.7,13.71
E002596,RG0217,2022,464035,703156,100.67,7.24,93.0,0.56,37.9,13.9
E002597,RG0217,2023,480899,776921,100.41,6.86,92.5,0.55,40.4,14.64
E002598,RG0217,2024,530039,787876,102.97,7.15,92.6,0.59,37.2,14.4
E002599,RG0217,2025,559758,884371,106.65,7.66,93.2,0.61,39.5,13.92
E002600,RG0217,2026,585750,950380,107.59,6.91,93.5,0.61,40.6,15.57
E002601,RG0217,2027,635436,983066,108.8,8.21,93.5,0.64,38.7,13.25
E002602,RG0217,2028,686412,1049821,110.34,7.78,93.6,0.66,38.2,14.18
E002603,RG0217,2029,731500,1147410,115.89,8.46,93.9,0.69,39.2,13.7
E002604,RG0217,2030,755659,1250759,117.17,9.05,93.9,0.68,41.4,12.95
E002605,RG0218,2019,387604,569289,74.1,5.53,92.3,0.5,36.7,13.4
E002606,RG0218,2020,414873,618149,68.18,6.41,92.2,0.51,37.2,10.64
E002607,RG0218,2021,451485,668472,85.71,6.88,92.3,0.52,37.0,12.46
E002608,RG0218,2022,471236,717006,98.58,7.21,92.5,0.54,38.0,13.67
E002609,RG0218,2023,519042,802655,101.63,7.24,92.7,0.58,38.7,14.04
E002610,RG0218,2024,536666,851185,101.49,6.61,93.0,0.59,39.7,15.35
E002611,RG0218,2025,596527,916648,105.27,7.78,92.9,0.61,38.4,13.53
E002612,RG0218,2026,616709,972361,108.08,7.66,92.6,0.64,39.4,14.11
E002613,RG0218,2027,659726,1071307,111.41,8.5,93.1,0.65,40.6,13.11
E002614,RG0218,2028,703071,1148271,114.03,7.34,93.6,0.66,40.8,15.54
E002615,RG0218,2029,770643,1216031,114.16,7.82,93.2,0.69,39.4,14.6
E002616,RG0218,2030,808365,1364180,117.79,9.0,93.8,0.69,42.2,13.09
E002617,RG0219,2019,378829,568731,73.75,6.79,92.4,0.48,37.5,10.86
E002618,RG0219,2020,401429,594944,70.73,6.27,92.8,0.52,37.1,11.28
E002619,RG0219,2021,423329,666103,84.92,6.13,92.1,0.52,39.3,13.85
E002620,RG0219,2022,462970,686978,96.82,7.36,92.2,0.54,37.1,13.15
E002621,RG0219,2023,490599,748215,102.43,7.1,92.5,0.58,38.1,14.43
E002622,RG0219,2024,519679,798972,100.78,6.61,93.0,0.58,38.4,15.25
E002623,RG0219,2025,548987,863835,105.72,6.87,92.6,0.59,39.3,15.39
E002624,RG0219,2026,583350,947607,108.49,8.06,93.4,0.62,40.6,13.46
E002625,RG0219,2027,627580,1007609,109.74,7.65,93.0,0.64,40.1,14.35
E002626,RG0219,2028,664435,1062633,112.95,8.68,93.0,0.65,40.0,13.01
E002627,RG0219,2029,720328,1143914,112.03,8.65,93.0,0.66,39.7,12.95
E002628,RG0219,2030,777017,1221135,113.79,7.86,93.7,0.7,39.3,14.48
E002629,RG0220,2019,457671,678977,74.22,6.73,92.7,0.55,37.1,11.03
E002630,RG0220,2020,475804,730379,72.69,6.21,93.3,0.59,38.4,11.71
E002631,RG0220,2021,526470,797871,84.16,6.28,93.8,0.59,37.9,13.4
E002632,RG0220,2022,556713,845741,99.11,7.29,93.0,0.6,38.0,13.6
E002633,RG0220,2023,603817,953068,101.1,7.19,93.8,0.62,39.5,14.06
E002634,RG0220,2024,628025,1016083,106.31,6.84,93.9,0.65,40.4,15.54
E002635,RG0220,2025,686854,1097145,103.45,7.82,93.9,0.66,39.9,13.23
E002636,RG0220,2026,737404,1153287,109.63,8.27,93.8,0.69,39.1,13.26
E002637,RG0220,2027,801288,1295585,109.33,8.06,94.2,0.69,40.4,13.56
E002638,RG0220,2028,847978,1389749,113.12,7.53,94.7,0.73,41.0,15.02
E002639,RG0220,2029,924809,1457549,117.6,8.18,94.6,0.75,39.4,14.38
E002640,RG0220,2030,990302,1612196,115.4,8.47,94.2,0.75,40.7,13.62
E002641,RG0221,2019,449384,689013,75.45,5.5,92.8,0.54,38.3,13.72
E002642,RG0221,2020,483685,728503,68.47,5.82,93.3,0.57,37.7,11.76
E002643,RG0221,2021,511104,797129,84.28,6.84,93.4,0.59,39.0,12.32
E002644,RG0221,2022,564806,855971,100.87,6.38,93.7,0.6,37.9,15.81
E002645,RG0221,2023,591310,919127,104.77,6.86,93.9,0.64,38.9,15.27
E002646,RG0221,2024,635111,983126,105.85,6.52,94.2,0.64,38.7,16.23
E002647,RG0221,2025,688716,1079532,106.49,7.74,93.6,0.67,39.2,13.76
E002648,RG0221,2026,740228,1170247,111.63,7.37,94.1,0.68,39.5,15.15
E002649,RG0221,2027,799545,1271455,112.8,7.1,94.5,0.7,39.8,15.89
E002650,RG0221,2028,848737,1345947,114.98,7.85,94.1,0.73,39.6,14.65
E002651,RG0221,2029,898348,1457755,114.8,8.51,94.3,0.73,40.6,13.49
E002652,RG0221,2030,969390,1638619,117.22,8.88,94.1,0.75,42.3,13.2
E002653,RG0222,2019,445945,681631,72.29,5.79,93.6,0.56,38.2,12.49
E002654,RG0222,2020,476497,747784,71.52,6.52,93.3,0.56,39.2,10.97
E002655,RG0222,2021,512765,816231,88.83,6.72,93.3,0.59,39.8,13.22
E002656,RG0222,2022,552732,858917,101.27,6.42,93.3,0.61,38.8,15.77
E002657,RG0222,2023,609329,934244,99.37,7.55,93.9,0.63,38.3,13.16
E002658,RG0222,2024,647823,1020202,101.41,7.45,93.7,0.65,39.4,13.61
E002659,RG0222,2025,694726,1069957,107.12,7.42,93.9,0.67,38.5,14.44
E002660,RG0222,2026,730967,1211211,108.3,7.12,94.0,0.68,41.4,15.21
E002661,RG0222,2027,795761,1290678,110.47,7.51,94.2,0.71,40.5,14.71
E002662,RG0222,2028,848178,1343634,111.38,7.33,94.3,0.72,39.6,15.2
E002663,RG0222,2029,901878,1448034,117.42,8.52,94.8,0.72,40.1,13.78
E002664,RG0222,2030,979564,1620005,117.55,8.36,94.2,0.76,41.3,14.06
E002665,RG0223,2019,434173,654919,71.35,6.33,92.9,0.55,37.7,11.27
E002666,RG0223,2020,462019,717256,70.73,6.5,93.0,0.57,38.8,10.88
E002667,RG0223,2021,507530,752936,83.03,6.77,92.9,0.59,37.1,12.26
E002668,RG0223,2022,541108,851261,98.44,6.6,93.9,0.62,39.3,14.92
E002669,RG0223,2023,576909,879970,99.39,6.77,93.2,0.62,38.1,14.68
E002670,RG0223,2024,608317,971292,101.89,6.51,93.7,0.64,39.9,15.65
E002671,RG0223,2025,646825,1004538,107.02,7.22,93.6,0.66,38.8,14.82
E002672,RG0223,2026,705718,1131066,108.04,6.92,93.8,0.68,40.1,15.61
E002673,RG0223,2027,751043,1176338,108.06,8.06,94.1,0.71,39.2,13.41
E002674,RG0223,2028,804899,1299859,111.24,7.32,94.0,0.73,40.4,15.2
E002675,RG0223,2029,837482,1413436,113.86,8.86,94.6,0.73,42.2,12.85
E002676,RG0223,2030,925511,1455299,114.85,8.83,94.5,0.76,39.3,13.01
E002677,RG0224,2019,441107,669156,73.89,5.84,93.0,0.56,37.9,12.65
E002678,RG0224,2020,477165,739701,66.84,6.27,93.4,0.58,38.8,10.66
E002679,RG0224,2021,493653,775962,84.68,7.25,93.1,0.59,39.3,11.68
E002680,RG0224,2022,532107,848744,96.89,6.22,93.7,0.62,39.9,15.58
E002681,RG0224,2023,572808,894071,101.62,6.89,94.0,0.63,39.0,14.75
E002682,RG0224,2024,620060,961318,100.53,6.82,93.7,0.63,38.8,14.74
E002683,RG0224,2025,663165,1050509,104.03,7.3,94.2,0.66,39.6,14.25
E002684,RG0224,2026,713244,1133416,109.69,7.38,94.4,0.68,39.7,14.86
E002685,RG0224,2027,757290,1191403,109.31,7.39,93.9,0.7,39.3,14.79
E002686,RG0224,2028,799032,1270700,110.22,8.45,94.7,0.71,39.8,13.04
E002687,RG0224,2029,865287,1338575,115.0,8.07,94.6,0.73,38.7,14.25
E002688,RG0224,2030,910148,1506473,117.26,8.1,94.0,0.76,41.4,14.48
E002689,RG0225,2019,440218,648386,72.61,6.45,92.8,0.57,36.8,11.26
E002690,RG0225,2020,465796,725563,70.63,6.96,92.9,0.57,38.9,10.15
E002691,RG0225,2021,512274,794024,87.52,6.21,93.1,0.59,38.7,14.09
E002692,RG0225,2022,536536,809916,98.78,7.3,93.6,0.61,37.7,13.53
E002693,RG0225,2023,575283,899455,103.43,7.29,93.9,0.62,39.1,14.19
E002694,RG0225,2024,602894,961968,102.32,7.57,93.8,0.64,39.9,13.52
E002695,RG0225,2025,651454,1006345,104.6,7.98,93.5,0.67,38.6,13.11
E002696,RG0225,2026,703527,1105272,106.1,8.08,94.5,0.67,39.3,13.13
E002697,RG0225,2027,750169,1187569,109.88,7.18,93.7,0.69,39.6,15.3
E002698,RG0225,2028,784096,1252030,110.7,7.7,94.0,0.7,39.9,14.38
E002699,RG0225,2029,853942,1353864,113.12,7.6,94.9,0.72,39.6,14.88
E002700,RG0225,2030,914859,1482529,114.89,9.03,94.1,0.76,40.5,12.72
E002701,RG0226,2019,439038,680951,75.7,5.73,93.3,0.54,38.8,13.21
E002702,RG0226,2020,471726,717675,66.33,6.56,92.9,0.56,38.0,10.11
E002703,RG0226,2021,505596,790201,82.6,6.4,93.5,0.58,39.1,12.91
E002704,RG0226,2022,544469,819127,99.62,6.27,93.5,0.61,37.6,15.89
E002705,RG0226,2023,573791,888446,102.02,6.41,94.1,0.64,38.7,15.92
E002706,RG0226,2024,601290,931844,101.34,7.72,93.3,0.65,38.7,13.13
E002707,RG0226,2025,660464,1032059,103.22,7.66,94.2,0.65,39.1,13.48
E002708,RG0226,2026,691600,1116974,108.15,6.95,94.1,0.69,40.4,15.56
E002709,RG0226,2027,753289,1183576,109.77,8.24,93.7,0.7,39.3,13.32
E002710,RG0226,2028,787382,1255691,112.73,7.76,94.6,0.73,39.9,14.53
E002711,RG0226,2029,868242,1355492,114.19,8.53,94.6,0.74,39.0,13.39
E002712,RG0226,2030,893052,1466630,116.6,8.69,94.4,0.76,41.1,13.42
E002713,RG0227,2019,439233,650443,70.34,6.74,93.6,0.55,37.0,10.44
E002714,RG0227,2020,477090,734321,70.4,6.93,92.9,0.57,38.5,10.16
E002715,RG0227,2021,507999,759772,86.19,6.74,93.0,0.6,37.4,12.79
E002716,RG0227,2022,531998,841913,95.9,6.39,93.1,0.6,39.6,15.01
E002717,RG0227,2023,565985,917090,98.46,7.24,93.9,0.63,40.5,13.6
E002718,RG0227,2024,624649,954585,102.61,7.2,93.7,0.65,38.2,14.25
E002719,RG0227,2025,650647,1055808,103.77,7.45,93.5,0.66,40.6,13.93
E002720,RG0227,2026,691915,1097113,109.79,7.27,93.7,0.69,39.6,15.1
E002721,RG0227,2027,747400,1223512,107.59,7.71,94.4,0.69,40.9,13.95
E002722,RG0227,2028,795164,1319662,110.24,7.85,94.3,0.72,41.5,14.04
E002723,RG0227,2029,844649,1353337,113.57,7.59,94.4,0.74,40.1,14.96
E002724,RG0227,2030,903859,1486079,115.44,8.15,94.0,0.75,41.1,14.16
E002725,RG0228,2019,443011,681407,73.55,6.32,93.0,0.55,38.5,11.64
E002726,RG0228,2020,472259,719440,69.55,5.84,93.3,0.57,38.1,11.91
E002727,RG0228,2021,500686,768448,82.41,6.6,92.9,0.6,38.4,12.49
E002728,RG0228,2022,533418,808372,96.51,6.17,93.7,0.6,37.9,15.64
E002729,RG0228,2023,572161,870305,99.44,7.0,93.7,0.63,38.0,14.21
E002730,RG0228,2024,611575,932953,101.92,7.48,93.5,0.65,38.1,13.63
E002731,RG0228,2025,658330,1056495,104.89,7.91,94.3,0.65,40.1,13.26
E002732,RG0228,2026,695310,1109958,108.49,7.4,93.6,0.68,39.9,14.66
E002733,RG0228,2027,761506,1166940,111.58,7.31,93.9,0.69,38.3,15.26
E002734,RG0228,2028,786133,1261907,112.84,8.33,94.0,0.72,40.1,13.55
E002735,RG0228,2029,850042,1350609,112.35,7.83,94.0,0.74,39.7,14.35
E002736,RG0228,2030,901373,1507093,114.4,7.74,94.2,0.74,41.8,14.78
E002737,RG0229,2019,436788,660768,75.75,6.45,93.4,0.56,37.8,11.74
E002738,RG0229,2020,472351,722765,68.53,5.97,93.1,0.57,38.3,11.48
E002739,RG0229,2021,497929,752864,86.83,6.51,93.6,0.6,37.8,13.34
E002740,RG0229,2022,546434,835149,96.95,6.91,93.9,0.61,38.2,14.03
E002741,RG0229,2023,574147,875500,98.54,7.09,93.2,0.63,38.1,13.9
E002742,RG0229,2024,615626,983360,103.23,6.79,94.0,0.63,39.9,15.2
E002743,RG0229,2025,653844,1006750,103.3,7.12,94.4,0.66,38.5,14.51
E002744,RG0229,2026,688227,1079849,106.92,7.68,93.5,0.68,39.2,13.92
E002745,RG0229,2027,755359,1169560,112.15,7.81,93.9,0.68,38.7,14.36
E002746,RG0229,2028,807687,1304311,109.36,8.51,94.5,0.72,40.4,12.85
E002747,RG0229,2029,853368,1373238,115.29,7.9,94.7,0.73,40.2,14.59
E002748,RG0229,2030,894280,1484236,113.89,8.28,94.6,0.75,41.5,13.75
E002749,RG0230,2019,445786,653462,71.49,6.88,93.6,0.56,36.6,10.39
E002750,RG0230,2020,468306,725110,66.46,5.91,92.8,0.58,38.7,11.25
E002751,RG0230,2021,506599,792988,83.25,6.62,93.2,0.59,39.1,12.58
E002752,RG0230,2022,546581,809567,95.36,6.86,93.8,0.6,37.0,13.9
E002753,RG0230,2023,580513,884304,98.58,7.33,93.8,0.63,38.1,13.45
E002754,RG0230,2024,609176,970952,101.85,6.6,93.6,0.63,39.8,15.43
E002755,RG0230,2025,661413,1021209,102.44,7.52,93.9,0.65,38.6,13.62
E002756,RG0230,2026,709950,1113292,110.04,8.04,93.9,0.68,39.2,13.69
E002757,RG0230,2027,750877,1227595,107.5,7.96,93.8,0.7,40.9,13.51
E002758,RG0230,2028,792278,1248400,112.07,8.36,94.6,0.71,39.4,13.41
E002759,RG0230,2029,846297,1361756,113.24,7.8,94.4,0.72,40.2,14.52
E002760,RG0230,2030,900410,1438774,118.41,8.73,94.2,0.76,39.9,13.56
E002761,RG0231,2019,444731,696287,74.08,5.59,93.5,0.56,39.1,13.25
E002762,RG0231,2020,481350,742782,70.62,6.42,92.9,0.58,38.6,11.0
E002763,RG0231,2021,515224,804583,88.61,6.61,93.5,0.61,39.0,13.41
E002764,RG0231,2022,556602,863385,97.39,6.48,93.8,0.6,38.8,15.03
E002765,RG0231,2023,588334,927386,103.03,7.52,93.9,0.63,39.4,13.7
E002766,RG0231,2024,635368,1010476,102.88,7.41,94.2,0.64,39.8,13.88
E002767,RG0231,2025,694363,1070509,105.64,7.95,94.2,0.68,38.5,13.29
E002768,RG0231,2026,738160,1187778,109.84,7.72,94.2,0.69,40.2,14.23
E002769,RG0231,2027,779468,1238088,109.65,7.46,93.9,0.72,39.7,14.7
E002770,RG0231,2028,854716,1381041,113.65,7.37,94.5,0.71,40.4,15.42
E002771,RG0231,2029,918374,1505726,115.86,8.12,94.0,0.73,41.0,14.27
E002772,RG0231,2030,976191,1598444,119.8,8.92,94.4,0.74,40.9,13.43
E002773,RG0232,2019,440131,661507,73.63,5.9,92.7,0.54,37.6,12.48
E002774,RG0232,2020,479849,702080,67.36,6.9,93.2,0.57,36.6,9.76
E002775,RG0232,2021,493662,774724,84.99,6.6,93.0,0.58,39.2,12.88
E002776,RG0232,2022,542531,805213,95.92,6.5,93.9,0.6,37.1,14.76
E002777,RG0232,2023,581841,890708,103.41,6.6,93.8,0.64,38.3,15.67
E002778,RG0232,2024,612742,985574,104.29,6.65,93.4,0.65,40.2,15.68
E002779,RG0232,2025,646234,1022375,102.23,7.2,93.5,0.65,39.6,14.2
E002780,RG0232,2026,709823,1106689,108.97,7.73,94.0,0.68,39.0,14.1
E002781,RG0232,2027,741427,1158026,108.35,7.69,93.9,0.69,39.0,14.09
E002782,RG0232,2028,806777,1257488,114.3,7.75,94.0,0.72,39.0,14.75
E002783,RG0232,2029,857399,1361273,113.77,8.52,93.9,0.75,39.7,13.35
E002784,RG0232,2030,891924,1454612,118.5,8.06,94.1,0.74,40.8,14.7
E002785,RG0233,2019,446011,687923,72.39,6.54,92.8,0.54,38.6,11.07
E002786,RG0233,2020,477414,702197,71.19,6.68,93.7,0.58,36.8,10.66
E002787,RG0233,2021,494819,779192,86.12,5.97,93.8,0.59,39.4,14.43
E002788,RG0233,2022,544682,845670,100.31,6.94,93.7,0.61,38.8,14.45
E002789,RG0233,2023,566979,894287,102.08,6.67,93.6,0.62,39.4,15.3
E002790,RG0233,2024,623308,957667,105.34,6.99,94.1,0.65,38.4,15.07
E002791,RG0233,2025,667263,1039378,104.74,6.72,93.7,0.65,38.9,15.59
E002792,RG0233,2026,709550,1121157,107.49,7.19,94.5,0.68,39.5,14.95
E002793,RG0233,2027,737930,1222569,108.63,8.37,93.7,0.7,41.4,12.98
E002794,RG0233,2028,799834,1313659,109.72,7.57,94.3,0.7,41.1,14.49
E002795,RG0233,2029,862775,1370443,113.79,8.37,94.3,0.74,39.7,13.59
E002796,RG0233,2030,915613,1524676,117.44,8.6,94.0,0.75,41.6,13.66
E002797,RG0234,2019,418170,637908,71.84,6.57,92.7,0.53,38.1,10.93
E002798,RG0234,2020,444394,671899,67.76,6.38,93.1,0.55,37.8,10.62
E002799,RG0234,2021,466544,718542,85.66,6.29,93.0,0.57,38.5,13.62
E002800,RG0234,2022,500457,755685,99.17,6.25,93.4,0.59,37.7,15.87
E002801,RG0234,2023,541596,813605,98.41,7.21,92.9,0.6,37.6,13.65
E002802,RG0234,2024,567943,864457,102.34,7.68,92.9,0.62,38.1,13.33
E002803,RG0234,2025,605881,947925,107.33,7.29,93.8,0.65,39.1,14.72
E002804,RG0234,2026,646647,1009231,105.82,7.0,93.7,0.67,39.0,15.12
E002805,RG0234,2027,694076,1120919,108.5,8.13,93.5,0.66,40.4,13.35
E002806,RG0234,2028,749934,1177991,112.1,7.95,93.4,0.68,39.3,14.1
E002807,RG0234,2029,785968,1305759,111.22,8.87,93.4,0.7,41.5,12.54
E002808,RG0234,2030,839967,1357593,113.88,7.72,94.0,0.72,40.4,14.75
E002809,RG0235,2019,405142,635681,71.97,6.27,93.1,0.51,39.2,11.48
E002810,RG0235,2020,442345,678188,67.86,7.05,93.2,0.53,38.3,9.63
E002811,RG0235,2021,476696,736680,83.15,5.95,92.6,0.57,38.6,13.97
E002812,RG0235,2022,501453,774971,99.14,7.29,93.6,0.58,38.6,13.6
E002813,RG0235,2023,541486,846524,103.34,6.75,92.9,0.6,39.1,15.31
E002814,RG0235,2024,558943,904604,104.16,7.32,93.1,0.63,40.5,14.23
E002815,RG0235,2025,597394,934242,102.9,6.73,93.1,0.62,39.1,15.29
E002816,RG0235,2026,641881,1016574,110.48,7.81,93.5,0.66,39.6,14.15
E002817,RG0235,2027,704744,1109227,110.05,7.67,93.3,0.67,39.3,14.35
E002818,RG0235,2028,741235,1187962,112.17,8.56,93.6,0.69,40.1,13.1
E002819,RG0235,2029,790279,1306245,116.16,8.53,93.7,0.71,41.3,13.62
E002820,RG0235,2030,857809,1383905,116.59,8.99,94.0,0.72,40.3,12.97
E002821,RG0236,2019,407482,630292,74.71,6.5,93.1,0.53,38.7,11.49
E002822,RG0236,2020,433847,682056,67.25,6.66,92.9,0.53,39.3,10.1
E002823,RG0236,2021,473231,700957,85.66,6.97,93.4,0.56,37.0,12.29
E002824,RG0236,2022,492585,772559,100.08,6.87,93.0,0.57,39.2,14.57
E002825,RG0236,2023,541669,808841,98.75,6.31,93.6,0.59,37.3,15.65
E002826,RG0236,2024,572427,872940,101.15,7.32,92.8,0.6,38.1,13.82
E002827,RG0236,2025,618518,934865,103.58,7.99,93.9,0.64,37.8,12.96
E002828,RG0236,2026,654268,1041635,105.21,8.2,94.0,0.64,39.8,12.83
E002829,RG0236,2027,693686,1115817,111.08,7.88,94.1,0.67,40.2,14.1
E002830,RG0236,2028,729106,1150479,113.76,8.65,93.4,0.69,39.4,13.15
E002831,RG0236,2029,792331,1277700,112.26,8.04,93.9,0.72,40.3,13.96
E002832,RG0236,2030,837345,1394677,114.97,8.43,94.1,0.72,41.6,13.64
E002833,RG0237,2019,405415,631918,70.28,5.77,92.4,0.54,39.0,12.18
E002834,RG0237,2020,437777,669044,70.31,6.98,92.5,0.55,38.2,10.07
E002835,RG0237,2021,469043,718289,85.2,7.15,92.6,0.56,38.3,11.92
E002836,RG0237,2022,494012,782225,98.66,6.7,92.7,0.56,39.6,14.73
E002837,RG0237,2023,532205,815319,99.11,7.38,93.1,0.59,38.3,13.43
E002838,RG0237,2024,566805,884472,104.8,6.83,93.6,0.61,39.0,15.34
