env_id,region_id,year,aqi_score,co2_target_pct,pollution_level,carbon_intensity,green_transition_priority
ENV001237,RG0104,2019,137.9,18.0,High,0.62,42.7
ENV001238,RG0104,2020,134.9,19.7,High,0.62,42.7
ENV001239,RG0104,2021,139.2,21.4,High,0.62,44.1
ENV001240,RG0104,2022,144.9,23.1,High,0.62,45.8
ENV001241,RG0104,2023,136.9,24.8,High,0.62,44.9
ENV001242,RG0104,2024,139.6,26.5,High,0.62,46.0
ENV001243,RG0104,2025,136.8,28.2,High,0.62,46.1
ENV001244,RG0104,2026,132.4,29.9,High,0.62,45.9
ENV001245,RG0104,2027,131.4,31.6,High,0.62,46.3
ENV001246,RG0104,2028,125.1,33.3,High,0.62,45.7
ENV001247,RG0104,2029,124.0,35.0,High,0.62,46.1
ENV001248,RG0104,2030,131.2,36.7,High,0.62,48.0
ENV001249,RG0105,2019,128.2,18.0,High,0.62,40.9
ENV001250,RG0105,2020,123.5,19.7,High,0.62,40.6
ENV001251,RG0105,2021,121.6,21.4,High,0.62,40.9
ENV001252,RG0105,2022,125.0,23.1,High,0.62,42.1
ENV001253,RG0105,2023,131.4,24.8,High,0.62,43.9
ENV001254,RG0105,2024,129.7,26.5,High,0.62,44.2
ENV001255,RG0105,2025,120.6,28.2,High,0.62,43.1
ENV001256,RG0105,2026,129.1,29.9,High,0.62,45.2
ENV001257,RG0105,2027,116.9,31.6,High,0.62,43.6
ENV001258,RG0105,2028,123.4,33.3,High,0.62,45.4
ENV001259,RG0105,2029,115.4,35.0,High,0.62,44.5
ENV001260,RG0105,2030,119.0,36.7,High,0.62,45.8
ENV001261,RG0106,2019,135.5,18.0,High,0.62,42.2
ENV001262,RG0106,2020,134.2,19.7,High,0.62,42.6
ENV001263,RG0106,2021,128.1,21.4,High,0.62,42.1
ENV001264,RG0106,2022,130.2,23.1,High,0.62,43.0
ENV001265,RG0106,2023,123.0,24.8,High,0.62,42.3
ENV001266,RG0106,2024,118.6,26.5,High,0.62,42.1
ENV001267,RG0106,2025,123.5,28.2,High,0.62,43.6
ENV001268,RG0106,2026,128.5,29.9,High,0.62,45.1
ENV001269,RG0106,2027,115.1,31.6,High,0.62,43.3
ENV001270,RG0106,2028,122.7,33.3,High,0.62,45.3
ENV001271,RG0106,2029,112.8,35.0,High,0.62,44.0
ENV001272,RG0106,2030,113.0,36.7,High,0.62,44.7
ENV001273,RG0107,2019,123.6,18.0,High,0.62,40.0
ENV001274,RG0107,2020,125.6,19.7,High,0.62,41.0
ENV001275,RG0107,2021,130.5,21.4,High,0.62,42.5
ENV001276,RG0107,2022,130.4,23.1,High,0.62,43.1
ENV001277,RG0107,2023,129.0,24.8,High,0.62,43.4
ENV001278,RG0107,2024,122.1,26.5,High,0.62,42.7
ENV001279,RG0107,2025,130.3,28.2,High,0.62,44.9
ENV001280,RG0107,2026,126.9,29.9,High,0.62,44.8
ENV001281,RG0107,2027,127.5,31.6,High,0.62,45.5
ENV001282,RG0107,2028,116.3,33.3,High,0.62,44.1
ENV001283,RG0107,2029,116.3,35.0,High,0.62,44.7
ENV001284,RG0107,2030,122.5,36.7,High,0.62,46.4
ENV001285,RG0108,2019,130.3,18.0,High,0.62,41.3
ENV001286,RG0108,2020,126.5,19.7,High,0.62,41.2
ENV001287,RG0108,2021,127.3,21.4,High,0.62,41.9
ENV001288,RG0108,2022,125.2,23.1,High,0.62,42.1
ENV001289,RG0108,2023,119.6,24.8,High,0.62,41.7
ENV001290,RG0108,2024,120.5,26.5,High,0.62,42.5
ENV001291,RG0108,2025,126.0,28.2,High,0.62,44.1
ENV001292,RG0108,2026,122.6,29.9,High,0.62,44.0
ENV001293,RG0108,2027,116.2,31.6,High,0.62,43.5
ENV001294,RG0108,2028,126.7,33.3,High,0.62,46.0
ENV001295,RG0108,2029,122.6,35.0,High,0.62,45.8
ENV001296,RG0108,2030,125.4,36.7,High,0.62,47.0
ENV001297,RG0109,2019,127.7,18.0,High,0.62,40.8
ENV001298,RG0109,2020,135.7,19.7,High,0.62,42.9
ENV001299,RG0109,2021,134.5,21.4,High,0.62,43.2
ENV001300,RG0109,2022,128.3,23.1,High,0.62,42.7
ENV001301,RG0109,2023,129.3,24.8,High,0.62,43.5
ENV001302,RG0109,2024,124.5,26.5,High,0.62,43.2
ENV001303,RG0109,2025,117.4,28.2,High,0.62,42.5
ENV001304,RG0109,2026,121.8,29.9,High,0.62,43.9
ENV001305,RG0109,2027,120.2,31.6,High,0.62,44.2
ENV001306,RG0109,2028,127.3,33.3,High,0.62,46.1
ENV001307,RG0109,2029,113.5,35.0,High,0.62,44.2
ENV001308,RG0109,2030,114.6,36.7,High,0.62,45.0
ENV001309,RG0110,2019,31.9,62.2,Low,0.32,33.4
ENV001310,RG0110,2020,31.7,63.9,Low,0.32,34.0
ENV001311,RG0110,2021,36.3,65.6,Low,0.32,35.4
ENV001312,RG0110,2022,39.7,67.3,Low,0.32,36.7
ENV001313,RG0110,2023,32.9,69.0,Low,0.32,36.0
ENV001314,RG0110,2024,34.5,70.7,Low,0.32,36.9
ENV001315,RG0110,2025,42.0,72.4,Low,0.32,38.9
ENV001316,RG0110,2026,37.7,74.1,Low,0.32,38.7
ENV001317,RG0110,2027,28.2,75.8,Low,0.32,37.5
ENV001318,RG0110,2028,35.4,77.5,Low,0.32,39.5
ENV001319,RG0110,2029,37.5,79.2,Low,0.32,40.5
ENV001320,RG0110,2030,33.6,80.9,Low,0.32,40.3
ENV001321,RG0111,2019,35.9,63.0,Low,0.32,34.4
ENV001322,RG0111,2020,37.9,64.7,Low,0.32,35.4
ENV001323,RG0111,2021,31.1,66.4,Low,0.32,34.8
ENV001324,RG0111,2022,30.1,68.1,Low,0.32,35.2
ENV001325,RG0111,2023,30.5,69.8,Low,0.32,35.8
ENV001326,RG0111,2024,41.6,71.5,Low,0.32,38.5
ENV001327,RG0111,2025,32.3,73.2,Low,0.32,37.4
ENV001328,RG0111,2026,31.5,74.9,Low,0.32,37.8
ENV001329,RG0111,2027,30.3,76.6,Low,0.32,38.2
ENV001330,RG0111,2028,27.3,78.3,Low,0.32,38.3
ENV001331,RG0111,2029,31.0,80.0,Low,0.32,39.5
ENV001332,RG0111,2030,27.2,81.7,Low,0.32,39.4
ENV001333,RG0112,2019,40.3,62.8,Low,0.32,35.2
ENV001334,RG0112,2020,30.1,64.5,Low,0.32,33.9
ENV001335,RG0112,2021,30.3,66.2,Low,0.32,34.5
ENV001336,RG0112,2022,34.6,67.9,Low,0.32,35.9
ENV001337,RG0112,2023,39.0,69.6,Low,0.32,37.4
ENV001338,RG0112,2024,41.7,71.3,Low,0.32,38.5
ENV001339,RG0112,2025,29.1,73.0,Low,0.32,36.7
ENV001340,RG0112,2026,35.3,74.7,Low,0.32,38.5
ENV001341,RG0112,2027,36.3,76.4,Low,0.32,39.3
ENV001342,RG0112,2028,35.4,78.1,Low,0.32,39.7
ENV001343,RG0112,2029,29.8,79.8,Low,0.32,39.2
ENV001344,RG0112,2030,33.2,81.5,Low,0.32,40.5
ENV001345,RG0113,2019,55.5,21.0,Low,0.32,23.3
ENV001346,RG0113,2020,61.9,22.7,Moderate,0.32,25.0
ENV001347,RG0113,2021,61.2,24.4,Moderate,0.32,25.5
ENV001348,RG0113,2022,59.1,26.1,Low,0.32,25.7
ENV001349,RG0113,2023,64.5,27.8,Moderate,0.32,27.3
ENV001350,RG0113,2024,64.2,29.5,Moderate,0.32,27.9
ENV001351,RG0113,2025,51.4,31.2,Low,0.32,26.1
ENV001352,RG0113,2026,52.0,32.9,Low,0.32,26.8
ENV001353,RG0113,2027,51.5,34.6,Low,0.32,27.3
ENV001354,RG0113,2028,48.8,36.3,Low,0.32,27.4
ENV001355,RG0113,2029,52.0,38.0,Low,0.32,28.6
ENV001356,RG0113,2030,56.9,39.7,Low,0.32,30.1
ENV001357,RG0114,2019,56.6,21.0,Low,0.32,23.5
ENV001358,RG0114,2020,64.7,22.7,Moderate,0.32,25.6
ENV001359,RG0114,2021,58.2,24.4,Low,0.32,25.0
ENV001360,RG0114,2022,59.3,26.1,Low,0.32,25.8
ENV001361,RG0114,2023,58.8,27.8,Low,0.32,26.3
ENV001362,RG0114,2024,53.7,29.5,Low,0.32,25.9
ENV001363,RG0114,2025,54.6,31.2,Low,0.32,26.7
ENV001364,RG0114,2026,57.0,32.9,Low,0.32,27.7
ENV001365,RG0114,2027,51.7,34.6,Low,0.32,27.4
ENV001366,RG0114,2028,56.0,36.3,Low,0.32,28.7
ENV001367,RG0114,2029,61.1,38.0,Moderate,0.32,30.3
ENV001368,RG0114,2030,58.0,39.7,Low,0.32,30.3
ENV001369,RG0115,2019,65.5,21.0,Moderate,0.32,25.1
ENV001370,RG0115,2020,58.1,22.7,Low,0.32,24.3
ENV001371,RG0115,2021,66.1,24.4,Moderate,0.32,26.4
ENV001372,RG0115,2022,58.6,26.1,Low,0.32,25.6
ENV001373,RG0115,2023,53.7,27.8,Low,0.32,25.3
ENV001374,RG0115,2024,59.5,29.5,Low,0.32,27.0
ENV001375,RG0115,2025,51.2,31.2,Low,0.32,26.1
ENV001376,RG0115,2026,50.8,32.9,Low,0.32,26.6
ENV001377,RG0115,2027,61.5,34.6,Moderate,0.32,29.2
ENV001378,RG0115,2028,57.6,36.3,Low,0.32,29.0
ENV001379,RG0115,2029,58.6,38.0,Low,0.32,29.8
ENV001380,RG0115,2030,53.1,39.7,Low,0.32,29.4
ENV001381,RG0116,2019,57.0,21.0,Low,0.32,23.5
ENV001382,RG0116,2020,57.5,22.7,Low,0.32,24.2
ENV001383,RG0116,2021,63.2,24.4,Moderate,0.32,25.9
ENV001384,RG0116,2022,65.2,26.1,Moderate,0.32,26.9
ENV001385,RG0116,2023,57.6,27.8,Low,0.32,26.0
ENV001386,RG0116,2024,56.3,29.5,Low,0.32,26.4
ENV001387,RG0116,2025,54.4,31.2,Low,0.32,26.7
ENV001388,RG0116,2026,55.8,32.9,Low,0.32,27.5
ENV001389,RG0116,2027,54.1,34.6,Low,0.32,27.8
ENV001390,RG0116,2028,62.7,36.3,Moderate,0.32,30.0
ENV001391,RG0116,2029,49.2,38.0,Low,0.32,28.1
ENV001392,RG0116,2030,57.0,39.7,Low,0.32,30.1
ENV001393,RG0117,2019,61.5,21.0,Moderate,0.32,24.4
ENV001394,RG0117,2020,63.9,22.7,Moderate,0.32,25.4
ENV001395,RG0117,2021,65.8,24.4,Moderate,0.32,26.4
ENV001396,RG0117,2022,59.3,26.1,Low,0.32,25.8
ENV001397,RG0117,2023,53.6,27.8,Low,0.32,25.3
ENV001398,RG0117,2024,58.8,29.5,Low,0.32,26.9
ENV001399,RG0117,2025,54.2,31.2,Low,0.32,26.6
ENV001400,RG0117,2026,51.4,32.9,Low,0.32,26.7
ENV001401,RG0117,2027,51.9,34.6,Low,0.32,27.4
ENV001402,RG0117,2028,51.2,36.3,Low,0.32,27.9
ENV001403,RG0117,2029,61.2,38.0,Moderate,0.32,30.3
ENV001404,RG0117,2030,50.2,39.7,Low,0.32,28.9
ENV001405,RG0118,2019,64.4,21.0,Moderate,0.32,24.9
ENV001406,RG0118,2020,68.3,22.7,Moderate,0.32,26.2
ENV001407,RG0118,2021,56.3,24.4,Low,0.32,24.6
ENV001408,RG0118,2022,62.2,26.1,Moderate,0.32,26.3
ENV001409,RG0118,2023,62.9,27.8,Moderate,0.32,27.0
ENV001410,RG0118,2024,54.8,29.5,Low,0.32,26.1
ENV001411,RG0118,2025,64.0,31.2,Moderate,0.32,28.4
ENV001412,RG0118,2026,54.3,32.9,Low,0.32,27.2
ENV001413,RG0118,2027,56.6,34.6,Low,0.32,28.3
ENV001414,RG0118,2028,52.7,36.3,Low,0.32,28.1
ENV001415,RG0118,2029,52.4,38.0,Low,0.32,28.7
ENV001416,RG0118,2030,49.2,39.7,Low,0.32,28.7
ENV001417,RG0119,2019,60.5,21.0,Moderate,0.32,24.2
ENV001418,RG0119,2020,64.7,22.7,Moderate,0.32,25.6
ENV001419,RG0119,2021,56.1,24.4,Low,0.32,24.6
ENV001420,RG0119,2022,66.6,26.1,Moderate,0.32,27.1
ENV001421,RG0119,2023,61.9,27.8,Moderate,0.32,26.8
ENV001422,RG0119,2024,59.2,29.5,Low,0.32,26.9
ENV001423,RG0119,2025,51.8,31.2,Low,0.32,26.2
ENV001424,RG0119,2026,60.2,32.9,Moderate,0.32,28.3
ENV001425,RG0119,2027,54.4,34.6,Low,0.32,27.9
ENV001426,RG0119,2028,61.8,36.3,Moderate,0.32,29.8
ENV001427,RG0119,2029,51.4,38.0,Low,0.32,28.5
ENV001428,RG0119,2030,50.5,39.7,Low,0.32,28.9
ENV001429,RG0120,2019,67.2,21.0,Moderate,0.32,25.4
ENV001430,RG0120,2020,58.7,22.7,Low,0.32,24.4
ENV001431,RG0120,2021,62.1,24.4,Moderate,0.32,25.7
ENV001432,RG0120,2022,65.8,26.1,Moderate,0.32,27.0
ENV001433,RG0120,2023,60.4,27.8,Moderate,0.32,26.6
ENV001434,RG0120,2024,60.7,29.5,Moderate,0.32,27.2
ENV001435,RG0120,2025,52.5,31.2,Low,0.32,26.3
ENV001436,RG0120,2026,57.1,32.9,Low,0.32,27.8
ENV001437,RG0120,2027,53.2,34.6,Low,0.32,27.6
ENV001438,RG0120,2028,61.2,36.3,Moderate,0.32,29.7
ENV001439,RG0120,2029,60.9,38.0,Moderate,0.32,30.3
ENV001440,RG0120,2030,61.4,39.7,Moderate,0.32,30.9
ENV001441,RG0121,2019,65.4,21.0,Moderate,0.32,25.1
ENV001442,RG0121,2020,55.9,22.7,Low,0.32,23.9
ENV001443,RG0121,2021,60.8,24.4,Moderate,0.32,25.4
ENV001444,RG0121,2022,64.6,26.1,Moderate,0.32,26.7
ENV001445,RG0121,2023,53.9,27.8,Low,0.32,25.4
ENV001446,RG0121,2024,58.5,29.5,Low,0.32,26.8
ENV001447,RG0121,2025,57.7,31.2,Low,0.32,27.3
ENV001448,RG0121,2026,55.8,32.9,Low,0.32,27.5
ENV001449,RG0121,2027,50.3,34.6,Low,0.32,27.1
ENV001450,RG0121,2028,60.2,36.3,Moderate,0.32,29.5
ENV001451,RG0121,2029,60.8,38.0,Moderate,0.32,30.2
ENV001452,RG0121,2030,49.5,39.7,Low,0.32,28.7
ENV001453,RG0122,2019,84.6,18.0,Moderate,0.42,29.3
ENV001454,RG0122,2020,84.1,19.7,Moderate,0.42,29.8
ENV001455,RG0122,2021,78.5,21.4,Moderate,0.42,29.4
ENV001456,RG0122,2022,83.3,23.1,Moderate,0.42,30.9
ENV001457,RG0122,2023,81.3,24.8,Moderate,0.42,31.1
ENV001458,RG0122,2024,85.4,26.5,Moderate,0.42,32.5
ENV001459,RG0122,2025,76.7,28.2,Moderate,0.42,31.5
ENV001460,RG0122,2026,74.8,29.9,Moderate,0.42,31.7
ENV001461,RG0122,2027,73.7,31.6,Moderate,0.42,32.1
ENV001462,RG0122,2028,77.6,33.3,Moderate,0.42,33.4
ENV001463,RG0122,2029,76.7,35.0,Moderate,0.42,33.9
ENV001464,RG0122,2030,78.4,36.7,Moderate,0.42,34.8
ENV001465,RG0123,2019,82.6,18.0,Moderate,0.42,29.0
ENV001466,RG0123,2020,84.4,19.7,Moderate,0.42,29.9
ENV001467,RG0123,2021,77.4,21.4,Moderate,0.42,29.2
ENV001468,RG0123,2022,79.5,23.1,Moderate,0.42,30.2
ENV001469,RG0123,2023,75.8,24.8,Moderate,0.42,30.1
ENV001470,RG0123,2024,84.0,26.5,Moderate,0.42,32.2
ENV001471,RG0123,2025,74.4,28.2,Moderate,0.42,31.0
ENV001472,RG0123,2026,72.2,29.9,Moderate,0.42,31.2
ENV001473,RG0123,2027,80.1,31.6,Moderate,0.42,33.3
ENV001474,RG0123,2028,75.5,33.3,Moderate,0.42,33.0
ENV001475,RG0123,2029,76.7,35.0,Moderate,0.42,33.9
ENV001476,RG0123,2030,76.0,36.7,Moderate,0.42,34.3
ENV001477,RG0124,2019,83.0,18.0,Moderate,0.42,29.0
ENV001478,RG0124,2020,85.0,19.7,Moderate,0.42,30.0
ENV001479,RG0124,2021,86.9,21.4,Moderate,0.42,30.9
ENV001480,RG0124,2022,84.1,23.1,Moderate,0.42,31.0
ENV001481,RG0124,2023,74.3,24.8,Moderate,0.42,29.8
ENV001482,RG0124,2024,76.6,26.5,Moderate,0.42,30.8
ENV001483,RG0124,2025,84.3,28.2,Moderate,0.42,32.9
ENV001484,RG0124,2026,75.5,29.9,Moderate,0.42,31.8
ENV001485,RG0124,2027,77.8,31.6,Moderate,0.42,32.9
ENV001486,RG0124,2028,68.4,33.3,Moderate,0.42,31.7
ENV001487,RG0124,2029,74.2,35.0,Moderate,0.42,33.4
ENV001488,RG0124,2030,77.4,36.7,Moderate,0.42,34.6
ENV001489,RG0125,2019,74.9,18.0,Moderate,0.42,27.5
ENV001490,RG0125,2020,76.5,19.7,Moderate,0.42,28.4
ENV001491,RG0125,2021,75.3,21.4,Moderate,0.42,28.8
ENV001492,RG0125,2022,73.4,23.1,Moderate,0.42,29.0
ENV001493,RG0125,2023,67.9,24.8,Moderate,0.42,28.6
ENV001494,RG0125,2024,63.0,26.5,Moderate,0.42,28.3
ENV001495,RG0125,2025,72.3,28.2,Moderate,0.42,30.6
ENV001496,RG0125,2026,64.4,29.9,Moderate,0.42,29.8
ENV001497,RG0125,2027,60.6,31.6,Moderate,0.42,29.7
ENV001498,RG0125,2028,67.5,33.3,Moderate,0.42,31.6
ENV001499,RG0125,2029,59.9,35.0,Low,0.42,30.7
ENV001500,RG0125,2030,55.2,36.7,Low,0.42,30.5
ENV001501,RG0126,2019,69.7,18.0,Moderate,0.42,26.6
ENV001502,RG0126,2020,75.7,19.7,Moderate,0.42,28.3
ENV001503,RG0126,2021,72.0,21.4,Moderate,0.42,28.2
ENV001504,RG0126,2022,70.2,23.1,Moderate,0.42,28.5
ENV001505,RG0126,2023,65.0,24.8,Moderate,0.42,28.1
ENV001506,RG0126,2024,62.4,26.5,Moderate,0.42,28.2
ENV001507,RG0126,2025,70.5,28.2,Moderate,0.42,30.3
ENV001508,RG0126,2026,71.4,29.9,Moderate,0.42,31.1
ENV001509,RG0126,2027,71.0,31.6,Moderate,0.42,31.6
ENV001510,RG0126,2028,68.2,33.3,Moderate,0.42,31.7
ENV001511,RG0126,2029,66.8,35.0,Moderate,0.42,32.0
ENV001512,RG0126,2030,67.0,36.7,Moderate,0.42,32.7
ENV001513,RG0127,2019,71.5,18.0,Moderate,0.42,26.9
ENV001514,RG0127,2020,77.2,19.7,Moderate,0.42,28.6
ENV001515,RG0127,2021,71.7,21.4,Moderate,0.42,28.1
ENV001516,RG0127,2022,67.8,23.1,Moderate,0.42,28.0
ENV001517,RG0127,2023,65.9,24.8,Moderate,0.42,28.3
ENV001518,RG0127,2024,65.3,26.5,Moderate,0.42,28.7
ENV001519,RG0127,2025,59.7,28.2,Low,0.42,28.3
ENV001520,RG0127,2026,70.5,29.9,Moderate,0.42,30.9
ENV001521,RG0127,2027,59.1,31.6,Low,0.42,29.4
ENV001522,RG0127,2028,68.1,33.3,Moderate,0.42,31.7
ENV001523,RG0127,2029,58.6,35.0,Low,0.42,30.5
ENV001524,RG0127,2030,64.5,36.7,Moderate,0.42,32.2
ENV001525,RG0128,2019,68.4,18.0,Moderate,0.42,26.3
ENV001526,RG0128,2020,76.1,19.7,Moderate,0.42,28.3
ENV001527,RG0128,2021,75.1,21.4,Moderate,0.42,28.8
ENV001528,RG0128,2022,67.3,23.1,Moderate,0.42,27.9
ENV001529,RG0128,2023,62.4,24.8,Moderate,0.42,27.6
ENV001530,RG0128,2024,66.7,26.5,Moderate,0.42,29.0
ENV001531,RG0128,2025,71.1,28.2,Moderate,0.42,30.4
ENV001532,RG0128,2026,59.4,29.9,Low,0.42,28.9
ENV001533,RG0128,2027,69.0,31.6,Moderate,0.42,31.2
ENV001534,RG0128,2028,58.9,33.3,Low,0.42,30.0
ENV001535,RG0128,2029,62.6,35.0,Moderate,0.42,31.2
ENV001536,RG0128,2030,58.4,36.7,Low,0.42,31.1
ENV001537,RG0129,2019,74.6,18.0,Moderate,0.42,27.5
ENV001538,RG0129,2020,75.3,19.7,Moderate,0.42,28.2
ENV001539,RG0129,2021,76.0,21.4,Moderate,0.42,28.9
ENV001540,RG0129,2022,73.1,23.1,Moderate,0.42,29.0
ENV001541,RG0129,2023,66.9,24.8,Moderate,0.42,28.4
ENV001542,RG0129,2024,71.9,26.5,Moderate,0.42,30.0
ENV001543,RG0129,2025,60.9,28.2,Moderate,0.42,28.5
ENV001544,RG0129,2026,71.9,29.9,Moderate,0.42,31.2
ENV001545,RG0129,2027,67.7,31.6,Moderate,0.42,31.0
ENV001546,RG0129,2028,62.1,33.3,Moderate,0.42,30.6
ENV001547,RG0129,2029,59.8,35.0,Low,0.42,30.7
ENV001548,RG0129,2030,59.0,36.7,Low,0.42,31.2
ENV001549,RG0130,2019,70.2,18.0,Moderate,0.42,26.7
ENV001550,RG0130,2020,63.8,19.7,Moderate,0.42,26.1
ENV001551,RG0130,2021,73.6,21.4,Moderate,0.42,28.5
ENV001552,RG0130,2022,66.1,23.1,Moderate,0.42,27.7
ENV001553,RG0130,2023,67.4,24.8,Moderate,0.42,28.5
ENV001554,RG0130,2024,66.5,26.5,Moderate,0.42,29.0
ENV001555,RG0130,2025,65.6,28.2,Moderate,0.42,29.4
ENV001556,RG0130,2026,70.0,29.9,Moderate,0.42,30.8
ENV001557,RG0130,2027,70.5,31.6,Moderate,0.42,31.5
ENV001558,RG0130,2028,58.0,33.3,Low,0.42,29.8
ENV001559,RG0130,2029,59.6,35.0,Low,0.42,30.7
ENV001560,RG0130,2030,64.9,36.7,Moderate,0.42,32.3
ENV001561,RG0131,2019,99.3,18.0,Moderate,0.49,33.3
ENV001562,RG0131,2020,99.3,19.7,Moderate,0.49,33.9
ENV001563,RG0131,2021,108.5,21.4,High,0.49,36.2
ENV001564,RG0131,2022,106.3,23.1,High,0.49,36.4
ENV001565,RG0131,2023,101.8,24.8,High,0.49,36.1
ENV001566,RG0131,2024,100.7,26.5,High,0.49,36.5
ENV001567,RG0131,2025,97.0,28.2,Moderate,0.49,36.4
ENV001568,RG0131,2026,103.4,29.9,High,0.49,38.2
ENV001569,RG0131,2027,100.3,31.6,High,0.49,38.2
ENV001570,RG0131,2028,89.5,33.3,Moderate,0.49,36.8
ENV001571,RG0131,2029,97.9,35.0,Moderate,0.49,39.0
ENV001572,RG0131,2030,88.2,36.7,Moderate,0.49,37.8
ENV001573,RG0132,2019,111.6,18.0,High,0.49,35.5
ENV001574,RG0132,2020,103.8,19.7,High,0.49,34.7
ENV001575,RG0132,2021,102.4,21.4,High,0.49,35.0
ENV001576,RG0132,2022,97.8,23.1,Moderate,0.49,34.8
ENV001577,RG0132,2023,103.9,24.8,High,0.49,36.5
ENV001578,RG0132,2024,97.3,26.5,Moderate,0.49,35.9
ENV001579,RG0132,2025,95.0,28.2,Moderate,0.49,36.1
ENV001580,RG0132,2026,100.4,29.9,High,0.49,37.7
ENV001581,RG0132,2027,90.9,31.6,Moderate,0.49,36.5
ENV001582,RG0132,2028,98.5,33.3,Moderate,0.49,38.5
ENV001583,RG0132,2029,91.9,35.0,Moderate,0.49,37.9
ENV001584,RG0132,2030,89.6,36.7,Moderate,0.49,38.1
ENV001585,RG0133,2019,102.1,18.0,High,0.49,33.8
ENV001586,RG0133,2020,103.7,19.7,High,0.49,34.7
ENV001587,RG0133,2021,102.9,21.4,High,0.49,35.1
ENV001588,RG0133,2022,98.3,23.1,Moderate,0.49,34.9
ENV001589,RG0133,2023,100.4,24.8,High,0.49,35.9
ENV001590,RG0133,2024,93.3,26.5,Moderate,0.49,35.2
ENV001591,RG0133,2025,99.8,28.2,Moderate,0.49,37.0
ENV001592,RG0133,2026,98.0,29.9,Moderate,0.49,37.2
ENV001593,RG0133,2027,91.3,31.6,Moderate,0.49,36.6
ENV001594,RG0133,2028,90.9,33.3,Moderate,0.49,37.1
ENV001595,RG0133,2029,97.4,35.0,Moderate,0.49,38.9
ENV001596,RG0133,2030,98.8,36.7,Moderate,0.49,39.8
ENV001597,RG0134,2019,90.8,18.0,Moderate,0.49,31.7
ENV001598,RG0134,2020,88.9,19.7,Moderate,0.49,31.9
ENV001599,RG0134,2021,95.4,21.4,Moderate,0.49,33.7
ENV001600,RG0134,2022,93.4,23.1,Moderate,0.49,34.0
ENV001601,RG0134,2023,84.0,24.8,Moderate,0.49,32.8
ENV001602,RG0134,2024,83.9,26.5,Moderate,0.49,33.4
ENV001603,RG0134,2025,86.4,28.2,Moderate,0.49,34.5
ENV001604,RG0134,2026,88.1,29.9,Moderate,0.49,35.4
ENV001605,RG0134,2027,88.2,31.6,Moderate,0.49,36.0
ENV001606,RG0134,2028,84.0,33.3,Moderate,0.49,35.8
ENV001607,RG0134,2029,80.2,35.0,Moderate,0.49,35.7
ENV001608,RG0134,2030,87.2,36.7,Moderate,0.49,37.6
ENV001609,RG0135,2019,95.2,18.0,Moderate,0.49,32.5
ENV001610,RG0135,2020,88.3,19.7,Moderate,0.49,31.8
ENV001611,RG0135,2021,95.4,21.4,Moderate,0.49,33.7
ENV001612,RG0135,2022,90.7,23.1,Moderate,0.49,33.5
ENV001613,RG0135,2023,86.8,24.8,Moderate,0.49,33.3
ENV001614,RG0135,2024,83.5,26.5,Moderate,0.49,33.3
ENV001615,RG0135,2025,92.6,28.2,Moderate,0.49,35.6
ENV001616,RG0135,2026,89.8,29.9,Moderate,0.49,35.7
ENV001617,RG0135,2027,80.5,31.6,Moderate,0.49,34.6
ENV001618,RG0135,2028,79.9,33.3,Moderate,0.49,35.1
ENV001619,RG0135,2029,86.1,35.0,Moderate,0.49,36.8
ENV001620,RG0135,2030,81.0,36.7,Moderate,0.49,36.5
ENV001621,RG0136,2019,99.2,18.0,Moderate,0.49,33.2
ENV001622,RG0136,2020,97.0,19.7,Moderate,0.49,33.4
ENV001623,RG0136,2021,91.9,21.4,Moderate,0.49,33.1
ENV001624,RG0136,2022,83.1,23.1,Moderate,0.49,32.1
ENV001625,RG0136,2023,93.8,24.8,Moderate,0.49,34.6
ENV001626,RG0136,2024,91.9,26.5,Moderate,0.49,34.9
ENV001627,RG0136,2025,86.7,28.2,Moderate,0.49,34.5
ENV001628,RG0136,2026,84.2,29.9,Moderate,0.49,34.7
ENV001629,RG0136,2027,81.0,31.6,Moderate,0.49,34.7
ENV001630,RG0136,2028,79.4,33.3,Moderate,0.49,35.0
ENV001631,RG0136,2029,76.2,35.0,Moderate,0.49,35.0
ENV001632,RG0136,2030,82.0,36.7,Moderate,0.49,36.7
ENV001633,RG0137,2019,89.9,18.0,Moderate,0.49,31.5
ENV001634,RG0137,2020,93.4,19.7,Moderate,0.49,32.8
ENV001635,RG0137,2021,90.2,21.4,Moderate,0.49,32.8
ENV001636,RG0137,2022,96.2,23.1,Moderate,0.49,34.5
ENV001637,RG0137,2023,93.8,24.8,Moderate,0.49,34.6
ENV001638,RG0137,2024,81.8,26.5,Moderate,0.49,33.0
ENV001639,RG0137,2025,93.2,28.2,Moderate,0.49,35.7
ENV001640,RG0137,2026,84.3,29.9,Moderate,0.49,34.7
ENV001641,RG0137,2027,87.1,31.6,Moderate,0.49,35.8
ENV001642,RG0137,2028,83.3,33.3,Moderate,0.49,35.7
ENV001643,RG0137,2029,80.5,35.0,Moderate,0.49,35.8
ENV001644,RG0137,2030,84.7,36.7,Moderate,0.49,37.2
ENV001645,RG0138,2019,85.5,18.0,Moderate,0.49,30.7
ENV001646,RG0138,2020,95.8,19.7,Moderate,0.49,33.2
ENV001647,RG0138,2021,85.7,21.4,Moderate,0.49,31.9
ENV001648,RG0138,2022,94.4,23.1,Moderate,0.49,34.2
